name,每股收益,同比%,当季环比%,每股净资产,同比%,当季环比%,主营收入,同比%,当季环比%,净利润,同比%,当季环比%,销售毛利率,同比%,当季环比%,总股本(万股),流通股本(万股),每股资本公积金,每股未分配利润,净资产收益率,price,
603003,0.07,29.64,-,9.03,1.57,-,18.00亿,-18.26,-22.98,2904.86万,29.69,473.02,0,-,77.56,40244.35,40244.35,8.1191,0.0375,0.80%,12.19,0.740771124
603005,0.04,-82.61,-,6.15,-36.23,-,2.23亿,-26.85,-3.17,2856.66万,-68.92,305.73,0,-,-1.16,65321.23,65217.17,2.621,2.1673,0.71%,23.01,0.267275098
603006,0.11,83.33,-,5.76,4.45,-,2.39亿,2.36,-41.11,2725.08万,67.95,-46.02,0,-,-16,25425.43,19107.82,0.3758,3.9502,1.86%,11.47,0.502179599
603007,-0.07,-,217.31,0.82,-44.33,-,1549.75万,-65.4,-67.43,-2448.42万,-,-,0,-,-68.12,34658.48,34658.48,0.6834,-1.106,-8.86%,4.09,0.200488998
603008,0.16,14.29,-,9.19,9.63,-,14.67亿,4.47,-30.05,6163.15万,14.3,140.7,0,-,12.61,38741.78,38741.78,3.4182,4.2069,1.73%,19.11,0.480900052
603009,0.02,-75.75,-,4.39,0.52,-,3.89亿,-9.25,-20.07,580.64万,-75.76,-30.89,0,-,-2.83,35873.01,33840.9,2.8348,0.7878,0.37%,11.54,0.380415945
603010,0.1,-61.54,-,6.9,2.11,-,7.11亿,-20.12,-23.92,5764.10万,-55.17,-28.24,0,-,-10.79,58957.86,48527.27,2.8965,2.6344,1.42%,11.39,0.605794557
603011,0.04,-20,104.35,4.46,1.8,-,2.94亿,-8.26,-41.91,1921.82万,-24.76,117.23,0,-,11.96,49441.44,49441.44,2.7584,0.65,0.87%,6.95,0.641726619
603012,0.13,0,-,5.1,9.83,-,4.65亿,19.07,-50.69,8252.50万,3.15,-47.42,0,-,0.15,65156,63656,0.2991,3.5214,2.49%,5.75,0.886956522
603013,0.25,0,-,7.62,7.65,-,19.17亿,-4.77,-19.56,1.26亿,-2.35,15.66,0,-,-1.25,51263.43,51133.25,1.5194,4.5597,3.22%,16.41,0.464351005
603015,0.02,-50,-,3.28,0.63,-,1.60亿,-23.61,7.05,914.48万,-40.28,110.16,0,-,-12.2,40421.9,40421.9,1.118,0.9234,0.69%,9.02,0.363636364
603016,0.1,42.86,-,5.56,3.25,-,1.46亿,-0.52,-8.52,1479.97万,34.38,-14.88,0,-,-4.46,14816,14816,1.8689,2.1888,1.80%,19,0.292631579
603017,0.11,42.49,-,5.23,4.37,-,3.21亿,14.94,-58.64,2929.07万,36.31,552.04,0,-,-4.03,27590.58,27590.58,3.6443,0.3266,2.03%,9.96,0.525100402
603018,0.14,0,-,6.58,12.94,-,8.73亿,-4.83,-65.86,9505.47万,1.73,-71.73,0,-,-21.54,68378.1,66862.1,0.8051,4.4015,2.11%,7.62,0.86351706
603019,0.09,12.5,-,11.73,33.93,-,22.98亿,5.62,-59.12,1.31亿,15.2,-85.29,0,-,-17.22,146357.9,145452.96,7.5371,3.0804,0.76%,36.99,0.317112733
603020,0.1,-16.4,-,8.11,-0.97,-,7.26亿,-7.71,-15.88,3947.81万,-16.38,1147.79,0,-,28.22,38323.78,38323.78,3.8974,2.9776,1.27%,9.15,0.886338798
603021,-0.34,-,-,1.29,-48.84,-,2.73亿,-15.01,0.48,-1.10亿,-,-,0,-,123.02,31994.81,31994.81,1.886,-1.6928,-26.51%,5.61,0.229946524
603022,0.05,25,-,3.69,6.02,-,1.93亿,11.84,-21.44,1077.81万,34.73,87.19,0,-,21.91,20000,20000,0.6737,1.8848,1.46%,9.79,0.37691522
603023,0,-,-,1.36,0.41,-,1347.26万,12.44,-44.72,-56.48万,-,-,0,-,-15.9,56207.98,56207.98,0.1499,0.0973,-0.07%,5.01,0.271457086
603025,0.08,-11.11,-,2.28,25.57,-,4.26亿,7.26,-7.31,7284.37万,-8.44,-30.07,0,-,3.04,110917.48,110773.44,0.2201,0.7278,3.45%,11.97,0.19047619
603026,0.04,-98.2,-,19.5,10.97,-,14.61亿,-17.5,-3.73,799.26万,-98.22,-72.09,0,-,-49.66,20268,20268,2.147,15.4975,0.20%,51.76,0.376738794
603027,0.15,117.66,-,2.6,-2.4,-,8.19亿,69.81,-7.25,1.45亿,162.94,-7.25,0,-,-1.9,102782.11,95853.86,0.1083,1.3791,5.78%,17.34,0.14994233
603028,0.02,-33.33,185.71,2.4,-15.98,-,3.30亿,93.35,52.46,562.69万,-39.32,105.63,0,-,-31.8,28704,28704,0.4345,0.9155,0.82%,13.18,0.182094082
603029,0.05,66.67,-,6.63,-17.75,-,9740.48万,9.81,-73.54,595.56万,99.23,-86.69,0,-,18.66,12134.2,12134.2,1.4708,3.5602,0.74%,19.55,0.339130435
603030,-0.07,-,336.9,-0.42,-,-,2.82亿,-43.01,-54.27,-4297.87万,-,-,0,-,181.15,58012.28,58012.28,1.0471,-2.5556,0.00%,3.34,-0.125748503
603031,0.4,29.03,-,5.47,3.86,-,11.64亿,21.24,42.06,4483.65万,29.88,1732.02,0,-,9.92,11200,11200,1.8423,2.9547,7.32%,45.53,0.120140567
603032,0.61,10.91,-,5.2,-2.68,-,3.98亿,44.87,-36.74,1.39亿,58.37,-63.26,0,-,-21.86,23545.62,22811.6,1.1838,3.0343,11.36%,20.58,0.252672498
603033,0.05,-37.5,-,4.34,-16.55,-,8.29亿,-7.77,-18.54,4415.13万,-9.28,-56.79,0,-,22.41,103180.52,100835.47,1.793,1.5748,1.19%,17.53,0.247575585
603035,0.24,9.09,-,12.43,7.56,-,8.45亿,23.85,-22.11,9202.20万,16.97,-35.25,0,-,-2.39,38003.09,38003.09,5.2985,5.6345,1.95%,19.83,0.626828038
603036,0.07,0,-,5.96,5.64,-,7365.07万,9.03,-30.17,1428.87万,3.23,-58.37,0,-,-21.57,20600.6,20600.6,2.1329,2.4422,1.16%,12.52,0.476038339
603037,0.08,-33.33,-,8.33,-0.55,-,1.25亿,3.4,-38.41,816.49万,-34.13,-69.03,0,-,21.51,13624.27,13624.27,4.3305,2.9113,0.94%,20.43,0.407733725
603038,0.04,500,-,6.49,0.63,-,1.50亿,-24.61,94.44,797.54万,635.82,114.17,0,-,-63.33,20667.47,20667.47,2.2314,3.0227,0.60%,9.92,0.654233871
603039,0,-100,-,7.34,0.81,-,3.33亿,13.62,-66.27,57.55万,-96.2,-99.42,0,-,-0.87,26060.31,26060.31,2.2388,4.1637,0.03%,48.83,0.150317428
603040,0.36,38.46,-,8.61,15.05,-,1.32亿,35.7,-23.71,4797.47万,35.25,10.31,0,-,13.65,13510.79,13387.45,1.5621,5.4649,4.12%,21.35,0.403278689
603041,0.14,-12.5,-,7.63,13.89,-,1.20亿,-21.99,-1.96,2454.51万,10.31,-1.09,0,-,2.88,18314.77,18314.77,3.6012,2.8507,1.76%,12.72,0.599842767
603042,-0.12,-,211.94,5.95,-9.3,-,2.17亿,-29.46,-7.83,-1973.47万,-,-,0,-,10.73,16058.98,16058.98,4.5053,0.3075,-2.07%,16.03,0.371179039
603043,0.12,31.25,-,5.99,11.08,-,9.20亿,23.09,19.16,6924.55万,31.87,38.2,0,-,15.6,56877.08,56877.08,0.8925,3.5241,2.03%,21.09,0.284020863
603045,0.05,86.57,-,6.59,3.81,-,5.21亿,-15.49,-3.83,715.00万,86.24,-63.54,0,-,-10.05,13544.52,13544.52,1.7864,3.4772,0.79%,15.6,0.422435897
603048,0.05,-44.44,-,8.8,-1.2,-,1.30亿,-4.31,-6.4,661.41万,-49.71,734.35,0,-,4.88,14688,3772,5.5046,2.0001,0.51%,19.3,0.455958549
603050,0.49,-2,152.17,6.12,-25.12,-,13.38亿,35.35,54.18,1.11亿,38.14,73.8,0,-,-4.27,22709.41,22709.41,1.9297,2.9562,8.01%,16.38,0.373626374
603051,-0.38,-,-,14.34,0.68,-,7.07亿,41.17,11.22,-3505.73万,-,-,0,-,-47.22,9331.9,4893.91,7.9366,4.9894,-2.62%,33.31,0.430501351
603052,0.27,-56.45,-,16.07,-,-,1.37亿,-41.29,-39.65,1863.51万,-42.12,-33.18,0,-,-16.13,9632,2408,8.9733,5.601,1.69%,31.01,0.518219929
603053,0.21,-4.55,-,4.89,6.06,-,15.59亿,3.91,10.02,1.91亿,-2.86,193.41,0,-,62.8,88889,88889,1.4948,1.9895,4.39%,10.16,0.481299213
603055,0.08,-38.46,-,4.66,2.91,-,9.70亿,2.67,-2.86,7448.01万,-35.1,360.5,0,-,13.82,89046.05,88761.62,1.407,2.1265,1.79%,12.23,0.381030253
603056,0.07,187.5,-,6.83,17.26,-,74.17亿,5.66,-13.5,7263.93万,191.26,-75.64,0,-,10.62,102695.53,95999.78,0.8977,4.3216,1.04%,15.09,0.452617628
603057,0.11,43.96,-,5.04,-,-,7.55亿,13.84,-12.22,4464.69万,60.29,874.48,0,-,80.39,41200,4200,1.6835,2.1039,2.15%,22.87,0.220376038
603058,0.07,224.14,-,2.58,-0.23,-,1.74亿,47.25,-36.39,3090.62万,227.7,-39.63,0,-,-0.91,41996.81,41646.49,0.2271,1.0461,2.86%,8.1,0.318518519
603059,0.07,-,-,11.73,8.42,-,2.23亿,4.85,-24.23,716.09万,19080.47,-86.79,0,-,-23.86,10012.79,10012.79,5.1585,5.1242,0.61%,22.86,0.51312336
603060,-0.03,-,-,2.41,-6.52,-,4.68亿,14.68,-50.17,-2416.57万,-,-,0,-,-39.45,80253.19,80253.19,0.1753,1.0313,-1.37%,9.58,0.251565762
603061,0.64,-18.99,-,22.69,-,-,1.02亿,-4.16,-3.39,3189.58万,-9.79,-23.01,0,-,-9.22,6000,1500,15.603,5.5386,2.34%,85.6,0.265070093
603063,0.46,76.92,165.12,8.18,9.33,-,15.41亿,39.99,52.73,2.03亿,79.6,58.31,0,-,3.49,44322.7,44322.7,2.6537,4.125,5.59%,23.72,0.344856661
603065,0.12,-42.86,-,5.11,-,-100,4.66亿,-2.83,6.52,4488.96万,-43.36,-47.87,0,-,-35.44,41896.76,4190,2.3758,1.5842,2.10%,14.09,0.362668559
603066,0.16,118.38,-,4.35,11.86,-,2.12亿,4.46,-74.02,4753.82万,118.26,12.12,0,-,-7.7,30070.29,30070.29,0.5999,2.6011,3.63%,9.9,0.439393939
603067,0.2,0,-,5.15,15.76,-,8.50亿,7.56,-11.21,1.02亿,2.4,3.02,0,-,5.33,50901.62,50584.82,1.2493,2.6849,3.89%,10.23,0.50342131
603068,-0.24,-,271.79,11.73,-12.86,-,1.59亿,-27.98,-15.68,-3672.41万,-,-,0,-,-1.08,15042.5,15042.5,9.7979,0.5911,-2.08%,29.03,0.404064761
603069,-0.1,-,-,2.99,2.51,-,1.92亿,-0.38,-23.2,-3183.06万,-,-,0,-,-64.54,31600,31600,1.1811,0.6702,-3.36%,18.3,0.163387978
603070,0.07,40,-,4.93,8.46,-,4.35亿,-0.27,-19.36,2880.93万,58.78,-63.05,0,-,-3.39,40100,8108.6,2.1531,1.7028,1.46%,16.39,0.300793167
603071,0.55,27.91,-,8.71,19.64,-,119.27亿,-4.5,-7.47,3.08亿,27.51,10.66,0,-,22.49,55795.44,23768.48,2.5436,4.496,6.34%,15.03,0.579507651
603073,0.2,-16.67,-,10.66,-,-,1.62亿,3.46,-23.47,1774.52万,-16.55,-49.67,0,-,-17.45,11600,2900,6.1983,3.1553,1.44%,19.59,0.544155181
603075,0.33,17.86,149.25,2.92,17.24,-,8.24亿,1.75,19.87,1.18亿,15.58,85.14,0,-,-,40001,3880.42,0.6483,1.1372,11.26%,25.95,0.112524085
603076,0.06,-64.71,-,10.9,0.37,-,3.20亿,2.97,929.83,697.92万,-62.72,123.04,0,-,119.99,12070.13,12070.13,7.198,2.0505,0.53%,27.11,0.402065658
603077,0.05,-62.08,-,2.21,21.75,-,23.94亿,-22.41,-5.94,3.97亿,-61.97,4.55,0,-,-16.05,883125.02,883125.02,0.1273,1.0442,2.03%,2.39,0.924686192
603078,0.09,-46.35,-,5.6,-7.68,-,2.26亿,-7.4,-7.52,2680.85万,-18.8,12.02,0,-,-7.52,38563.72,33119.31,2.7174,1.6637,1.62%,16.42,0.341047503
603079,0.02,-83.33,-,7.78,-0.73,-,1.69亿,-8.58,-16.24,349.10万,-83.22,124.06,0,-,839.47,17118.9,17118.9,3.9091,2.5343,0.26%,13.92,0.558908046
603080,0.18,-30.77,-,9.52,2.8,-,2.73亿,4.21,17.71,2550.87万,-29.35,495.09,0,-,-10.35,14150,14150,3.4312,4.5653,1.89%,16.84,0.565320665
603081,0.05,-70.59,-,7.02,6.84,-,3.33亿,-27.75,-68.03,2134.41万,-69.39,-60.76,0,-,9.82,40962.76,40396.36,1.3487,3.9458,0.74%,11.1,0.632432432
603083,0.27,164.29,-,7.68,19.69,-,10.74亿,124.98,13.27,7147.25万,166.64,-26.77,0,-,-22.16,26810.49,26050.32,5.1211,1.5794,3.55%,35.36,0.21719457
603085,0.01,-75,191.14,2.3,-18.94,-,2.79亿,-35.49,-9.7,189.86万,-85.72,100.63,0,-,472.13,39710,37022.54,2.457,-1.2856,0.21%,10.93,0.210430009
603086,0.14,-58.82,-,7.16,-17.11,-,5.48亿,-2.39,-16.47,4442.43万,-41.36,-21.3,0,-,-12.56,43485.81,43302.52,0.8905,4.8667,2.00%,5.88,1.217687075
603087,0.09,-55,2275,17.05,-6.91,-,5.58亿,-19.13,17.38,4922.33万,-56.55,291.45,0,-,1.81,56565.32,53107.49,4.5515,11.1071,0.51%,47.43,0.359477124
603088,0.09,0,-,1.55,-16.7,-,1.56亿,3.88,-14.42,3782.47万,32.55,-7.53,0,-,4.49,43802.54,43025.92,0.0757,0.3883,5.56%,8.21,0.188794153
603089,-0.04,-,-,4.93,3.59,-,2.97亿,-17.42,-22.64,-827.63万,-,-,0,-,18.58,22250.11,22250.11,1.6696,1.8982,-0.76%,12.06,0.408789386
603090,0.16,433.33,-,5.52,7.04,-,1.52亿,-0.8,-11.6,1563.51万,466.83,10.49,0,-,-4.28,10000,10000,2.2234,2.0248,2.83%,20.03,0.27558662
603093,0.1,121.69,-,5.52,9.89,-,13.84亿,-10.09,-14.19,6232.75万,121.74,-45.39,0,-,-31.08,61006.59,61006.59,1.9518,2.0778,1.85%,12.31,0.448415922
603095,0.2,-46.37,-,19.56,13.6,-,2.06亿,-38.46,-1.47,2608.93万,-47,39.64,0,-,3.43,18480,18480,9.7711,8.1408,1.01%,17.28,1.131944444
603096,0.28,7.69,-,12.41,2.55,-,2.05亿,-0.82,-12.48,4502.66万,5.63,335.34,0,-,3.52,16250.36,16250.36,6.0442,5.9134,2.23%,18.2,0.681868132
603097,0.08,-67.33,-,5.28,18.61,-,2.15亿,19.04,-36.37,1253.63万,-56.26,-56.01,0,-,2.99,16000,4000,1.8729,2.1532,1.48%,20.5,0.257560976
603098,0.04,-50,-,5.01,0.07,-,9.85亿,60.86,-34.25,2278.77万,-44.72,148.86,0,-,23.15,53880,53880,1.7576,1.866,0.84%,16.11,0.310986965
603099,-0.02,-,266.67,3.38,-3.19,-,6960.90万,235.49,105.55,-413.63万,-,-,0,-,112.61,26667,26667,1.0708,1.0125,-0.46%,13.93,0.24264178
603100,0.35,29.63,-,8.99,8.24,-,15.60亿,16.27,-9.43,1.39亿,28.75,-20.46,0,-,7.47,39499.5,39109.5,1.717,5.787,3.92%,28.97,0.310321022
603101,0.19,61.82,228.74,2.95,-7.84,-,7.39亿,2.38,156.64,9010.94万,61.75,147.13,0,-,33.96,47040,47040,0.4467,1.419,6.49%,7.07,0.417256011
603102,0.7,32.08,-,22.92,8.88,-,2.32亿,58.73,12.55,4478.32万,43.99,43.56,0,-,18.06,6400,3578.94,10.2336,10.2979,3.05%,39.33,0.582761251
603103,0.24,100,324.24,2.09,-15.54,-,7.42亿,9.18,268.72,1.49亿,97.84,170.79,0,-,136.17,63420,63420,0.8965,-0.0409,11.28%,14.93,0.139986604
603105,0.06,200,-,3.59,10.86,-,1.27亿,9.13,-3.05,3007.59万,180.05,-2.09,0,-,33.31,50000,50000,1.4307,0.9991,1.68%,12.18,0.294745484
603106,-0.06,-,267.39,2.77,-10.17,-,1.19亿,5.31,-37.79,-2967.66万,-,-,0,-,-,52052,52052,1.4522,0.233,-2.06%,6.62,0.418429003
603107,0.5,61.29,-,3.57,-,-,13.70亿,24.96,16.9,1.26亿,60.45,31.4,0,-,-,33733.5,8264.61,1.0854,1.1839,13.92%,40.3,0.088585608
603108,0.14,100,-,6.85,13.3,-,21.78亿,0.44,-23.85,8103.58万,96.09,-27.45,0,-,-18.62,57963.93,57963.93,1.5894,3.8839,2.04%,20.24,0.338438735
603109,0.29,1723.6,-,8.24,-17.06,-,6.87亿,0.38,4.19,6138.29万,2494.87,-14.2,0,-,-7.98,20893.32,20698.31,3.095,4.0623,3.56%,15.56,0.529562982
603110,0.02,100,-,3.34,-1.95,-,8358.06万,0.72,-30.48,447.41万,234.12,2.13,0,-,3.63,20122.67,20122.67,0.9296,1.2295,0.67%,31.9,0.104702194
603111,0.03,0,-,3.67,8.24,-,6.07亿,-11.98,-38.9,3326.97万,29.98,-66.57,0,-,16.2,99327.55,83598.33,3.3948,-0.8354,0.91%,5.19,0.707129094
603112,0.41,0,153.49,5.76,8.66,-,15.35亿,-12.08,1.63,1.76亿,-1.96,30.48,0,-,14.48,43716.75,15829.3,2.0971,2.1362,7.01%,12.05,0.478008299
603113,-0.16,-,-,10.02,-3.51,-,34.42亿,-23.83,27.5,-1.39亿,-,-,0,-,-,85508.72,85508.72,3.6644,4.4892,-1.62%,8.23,1.217496962
603115,0.05,-81.48,-,8.53,0.05,-,4.35亿,-7.78,-2.82,1271.44万,-80.08,-68.72,0,-,-22.6,23920,23920,4.6129,2.4811,0.62%,14.03,0.607982894
603116,0.04,33.33,200,5.55,-3.14,-,6.04亿,11.86,2.62,2115.85万,53.86,135.96,0,-,3.98,57620.08,57620.08,1.2675,3.0728,0.66%,6.22,0.892282958
603117,0,-100,208.05,2.17,-30.55,-,1.24亿,17.8,10.96,-14.07万,-,-,0,-,103.03,63314.45,63314.45,1.4633,-0.3686,-0.01%,3.49,0.621776504
603118,0.1,66.67,-,6.6,4.08,-,21.23亿,-13.54,-26.85,7642.88万,52.03,161.69,0,-,-31.25,79117.17,78698.58,3.4767,1.8803,1.46%,8.81,0.749148695
603119,0,-100,-,0,-,-100,1.53亿,11.73,7.33,3099.72万,24.87,3.1,0,-,-100,28000,6859.53,0.452,1.1355,5.50%,24.88,0
603121,0.12,500,380,3.42,-22.26,-,2.93亿,36.83,5.33,4273.09万,966.29,319.53,0,-,14.61,33853.37,33853.37,1.566,0.7063,3.70%,8.52,0.401408451
603122,0.02,-60,-,2.98,1.29,-,2.67亿,-13.25,-17.36,922.23万,-39.09,-67.6,0,-,1.38,39805.26,17911.47,1.4989,0.3938,0.78%,8.17,0.364749082
603123,0.02,-70.73,192.58,4.29,-13.52,-,10.00亿,4.56,4.96,1918.78万,-70.73,103.88,0,-,10.61,79873.67,65227.59,2.4785,0.5705,0.56%,13.9,0.308633094
603125,0.68,9.68,12.5,10.72,110.58,-,4.99亿,12.68,10.34,1.09亿,21.24,36.43,0,-,14.08,19255,4717.41,7.269,2.1737,5.30%,30.16,0.355437666
603126,0.06,8.59,-,3.39,6.18,-,6.03亿,3.54,-46.85,3471.88万,8.48,7.53,0,-,32.39,61050,61050,0.1002,2.0345,1.68%,6.62,0.512084592
603127,0.35,6.06,-,15.6,-18.06,-,3.69亿,36.32,-62.75,1.88亿,49.79,-57.54,0,-,12.91,74988.87,63048.21,10.2288,4.0952,2.25%,26.48,0.589123867
603128,0.17,-15,-,4.6,11.98,-,29.49亿,-53.16,-28.7,2.21亿,-12.24,43.74,0,-,85.58,130946.3,130946.3,1.2781,2.205,3.67%,7.19,0.639777469
603129,1.4,100,-,30.16,21.6,-,28.79亿,27.3,4.75,2.10亿,99.57,60.44,0,-,9.45,15045.42,15045.42,16.7529,11.4943,4.63%,98.86,0.305077888
603130,0.14,-60,-,9.03,-,-,4.54亿,3.81,1.88,1918.94万,-47.36,14.21,0,-,254.02,14000,3500,4.5237,3.128,1.52%,21.32,0.423545966
603131,0.02,-33.33,171.19,4,-9.59,-,2.03亿,-17.95,-26.91,696.85万,-34.76,103.72,0,-,-2.68,31798.5,31798.5,1.5557,1.1771,0.55%,15.7,0.25477707
603132,0.04,-66.67,-,3.25,-3.76,-,2.05亿,-26.92,-44.11,4122.31万,-63.08,-74.71,0,-,-26.88,97800,15960,1.738,0.412,1.30%,12.84,0.253115265
603133,-0.05,-,246.15,1.29,-24.22,-,3011.83万,40.9,34.09,-1009.21万,-,-,0,-,-,20918.52,20918.52,2.247,-2.2119,-3.73%,7.17,0.179916318
603135,0.14,16.67,-,6.74,-,-100,3.04亿,4.18,-51.93,4950.22万,18.98,-60.52,0,-,-16.29,45000,8729.63,4.387,1.2278,1.63%,15.34,0.439374185
603136,0.1,183.33,-,6.48,5.11,-,1.20亿,114.26,-4.35,1914.39万,189.08,7.42,0,-,-7.08,18629.43,18629.43,2.9153,2.1998,1.59%,18.96,0.341772152
603137,0.65,30.1,-,8.32,67.36,-100,10.19亿,64.52,16.09,7077.83万,44.57,-91.5,0,-,-26.4,13066.67,3201.03,4.8663,2.2603,6.51%,18.73,0.444207154
603138,-0.1,-,1023.08,3.03,-7.73,-,5604.37万,-28.93,-45.45,-2940.88万,-,-,0,-,22.65,28314.3,28125.32,1.5628,0.4054,-3.42%,16.68,0.181654676
603139,0.08,-11.11,189.87,9.83,-6.97,-,1.24亿,5.15,6.38,820.63万,-6.66,110.35,0,-,-9.05,9988,9988,4.1251,4.0245,0.84%,20.18,0.487115956
603150,0.35,-25.53,-,16.08,6.56,-,4.40亿,22.75,-12.04,2886.91万,-18.44,-18.88,0,-,28.53,8549,5103.34,8.9319,6.1244,2.10%,27.45,0.58579235
603151,0.14,-34.01,-,7.45,-,-,3.90亿,15.46,-15.37,2339.73万,-12.04,-30.36,0,-,3.77,16800,4200,4.2562,2.0793,1.87%,15.21,0.489809336
603153,0.04,233.33,-,7.92,-,-100,7.66亿,15.66,16.78,1972.51万,276.48,-60.39,0,-,-24.77,40986.11,5500,3.9394,2.878,0.61%,15.42,0.513618677
603155,0.24,-60.66,-,10.65,-27.83,-,2.27亿,-31.12,17.46,5489.92万,-42.59,48.42,0,-,7.88,22556.2,5639.05,5.4634,3.5981,2.29%,23.89,0.445793219
603156,0.58,39.92,-,9.74,-4.87,-,22.29亿,8.82,28.26,7.33亿,39.92,56.99,0,-,5.5,126549.36,126549.36,2.1418,5.9042,5.95%,24.69,0.394491697
603158,0.08,0,-,4,-26.7,-,6.77亿,20.39,-28.79,3699.95万,33.27,89.76,0,-,0,49079.93,49079.93,1.5975,1.2228,1.89%,9.99,0.4004004
603159,0.03,-40,-,3.46,2.97,-,9496.85万,-23.95,-43.09,457.97万,-37.37,-63.84,0,-,-1.03,14000,14000,0.5898,1.654,0.95%,16.2,0.213580247
603160,-0.3,-,194.33,16.73,-5.99,-,8.44亿,-3.47,-2.23,-1.39亿,-,-,0,-,-10.94,45799.31,45799.31,3.994,12.1254,-1.81%,74.8,0.223663102
603161,0.5,225,500,9.99,11.73,-,12.19亿,27.6,8.01,6613.13万,226.07,50.38,0,-,-26.2,13340,13340,5.3612,3.1366,4.96%,17.15,0.582507289
603162,0.23,-70.89,102.47,5.87,34.09,-,7.36亿,-20.36,20.46,1.34亿,-54.27,-25.83,0,-,-16.52,61088.5,6108.85,2.1466,2.4028,3.73%,15.5,0.378709677
603163,0.45,4.65,-,13.03,-,-,4.20亿,61.22,-21.97,3622.34万,40.11,16.97,0,-,43.74,10000,2500,7.283,3.7831,3.47%,35.58,0.366216976
603165,0.3,0,-,7.43,0.15,-,5.41亿,-11.16,-14.06,8152.89万,1.9,146.59,0,-,14.19,27843.13,27843.13,2.038,4.2707,3.94%,13.03,0.570222563
603166,0.05,-1.96,-,3.73,-9.64,-,3.15亿,4.06,-0.16,3049.60万,1.29,80.43,0,-,24.17,64620.87,64620.87,1.9634,0.5486,1.27%,7.14,0.522408964
603167,0.06,-25,-,7.82,2.6,-,3.22亿,28.17,4.57,2844.98万,-25.76,-44.54,0,-,163.41,46914.45,46914.45,2.0465,4.2144,0.78%,7.87,0.99364676
603168,0.06,-33.33,-,4.64,8.5,-,1.62亿,8.59,20.04,2252.54万,-18.54,3219.01,0,-,-7.94,37251.4,32259.25,2.3864,0.9537,1.30%,10.8,0.42962963
603169,0.02,8.92,-,2.43,6.01,-,9.36亿,3.23,-51.11,3033.59万,8.99,-2.33,0,-,2.24,130629.18,130629.18,1.9268,-0.5917,0.96%,5.83,0.416809605
603170,0.19,58.33,-,3.01,56.1,-,5.39亿,27.2,-3.95,7633.43万,82.36,23.34,0,-,0.73,40001,15881,0.7073,1.2506,6.34%,19.52,0.15420082
603171,0.08,6.67,-,6.12,0.96,-,3.31亿,10.65,-46.56,3200.60万,5.12,-38.88,0,-,20.9,40722.95,9049.43,2.3138,2.4663,1.29%,30.2,0.202649007
603172,0.15,0,-,5.89,-,-,1.37亿,3.17,-9.95,1538.22万,0.76,-31.4,0,-,0.48,13338,3270.96,2.4142,2.1365,2.61%,16.57,0.355461678
603173,0.24,20,-,8.24,-,-,3.40亿,13.56,-44.74,3524.72万,46.5,17.53,0,-,4.18,16000,4000,5.2387,1.8497,2.68%,23.83,0.345782627
603176,-0.05,-,-,2.25,14.29,-,4.53亿,116.17,-43.65,-2191.68万,-,-,0,-,-4.97,46666.05,14999.38,0.5949,0.4826,-2.09%,6.11,0.368248773
603177,0.01,-80,-,1.86,9.87,-,2.11亿,5.12,-16.53,116.11万,-88.52,112.39,0,-,-24.47,20879,20419.2,0.9946,-0.0825,0.30%,12.61,0.147501983
603178,0.02,-80,-,5.35,3.36,-,3.22亿,-9.31,-18.59,583.83万,-75.92,-57.2,0,-,-37.98,23641.19,23641.19,3.0575,1.0022,0.46%,34.48,0.155162413
603179,0.31,40.91,-,8.69,-14.06,-,21.73亿,45.81,-2.38,1.52亿,81.63,-3.03,0,-,-4.03,48730.2,48730.2,4.3261,3.0265,3.58%,46.09,0.188544153
603180,0.21,5,-,17.06,7.31,-,5.75亿,1.08,-46,3275.46万,8.18,-70.88,0,-,-6.99,15425.69,15425.69,6.973,7.9475,1.25%,26.41,0.645967437
603181,0.14,-36.36,-,4.34,8.27,-,4.32亿,-29.87,-6.37,7884.86万,-39.32,-19.99,0,-,6.9,58870,58870,0.3897,3.1991,3.09%,11.06,0.392405063
603182,0.19,-34.48,-,6.07,-,-,4.64亿,20.29,-4.36,3095.50万,-13.17,42.61,0,-,45.35,16455,4114,2.181,2.4737,3.10%,14.59,0.416038382
603183,0.01,150,-,2.98,-10.87,-,1.64亿,17.17,-52.4,530.01万,152.07,-94.52,0,-,-14.7,50085.62,49154.38,0.7126,1.2252,0.36%,4.77,0.624737945
603185,1.66,-30,-,32.24,1.41,-,35.13亿,-38.09,-20.58,6.77亿,4.45,234.17,0,-,38.25,57781.45,57169.02,17.1969,13.7284,5.11%,36.86,0.874660879
603186,-0.05,-,-,11.79,-3.81,-,7.58亿,-9.45,-16.5,-779.75万,-,-,0,-,12.76,14201.18,14189.31,5.585,4.404,-0.47%,37.89,0.311163895
603187,0.42,27.27,-,13.66,35.56,-,8.90亿,5.95,51.5,1.17亿,48.81,388.29,0,-,10.31,38644.65,38442.48,8.0841,4.1859,3.09%,16.26,0.840098401
603188,-0.02,-,234.37,2.62,-30.82,-,2.19亿,-28.82,108.13,-917.08万,-,-,0,-,103.06,57017,57017,0.6583,0.5287,-0.62%,3.96,0.661616162
603189,-0.05,-,-,6.36,-0.65,-,6286.33万,-35.24,-15.91,-1405.23万,-,-,0,-,101.15,26954.83,26954.83,3.9136,1.1523,-0.82%,13.78,0.461538462
