name,每股收益,同比%,当季环比%,每股净资产,同比%,当季环比%,主营收入,同比%,当季环比%,净利润,同比%,当季环比%,销售毛利率,同比%,当季环比%,总股本(万股),流通股本(万股),每股资本公积金,每股未分配利润,净资产收益率,price,
601236,0.05,133.33,-,4.91,2.59,-,4.90亿,172.78,229.36,2.25亿,131.37,1605.76,0,-,213.84,471678.77,471678.77,2.6083,0.6807,0.97%,7.78,0.631105398
601238,0.15,-48.28,-,10.96,17.9,-,263.93亿,14.03,-10.1,15.38亿,-48.89,25453.35,0,-,-70.76,1048506.43,733008.01,3.9338,5.4612,1.34%,10.18,1.076620825
601279,0.01,8.16,-,2.47,1.07,-,11.65亿,6.63,-26.22,788.95万,7.17,-88.27,0,-,-11.04,149425.32,19544.02,0.5075,0.9341,0.21%,6.04,0.408940397
601288,0.2,0,-,7.79,7.87,-100,1893.60亿,-8.05,18.17,715.54亿,1.14,16.09,0,-,-3.11,34998303.39,31924421.08,0.4955,3.151,2.62%,3.68,2.116847826
601298,0.19,5.56,-,5.96,7.2,-,45.52亿,0.04,2.01,12.59亿,10.23,17.19,0,-,29.85,649110,539207.5,1.8308,2.758,3.26%,5.99,0.994991653
601311,0.14,16.67,-,7.75,4.98,-,32.95亿,5.85,-14.44,1.64亿,16.88,-3.99,0,-,-11.84,117314.61,117314.61,1.4558,4.4293,1.80%,8.18,0.947432763
601318,2.17,83.9,-,50.02,9.7,-100,2537.78亿,-17.05,5.58,383.52亿,85.65,424.58,0,-,894.52,1821023.46,1076265.77,7.5615,34.486,4.20%,45.17,1.10737215
601319,0.27,35,-,5.5,13.64,9.78,1377.69亿,-27.32,-1.16,117.21亿,34.05,1186.61,0,-,1714.86,4422399.06,3549775.66,0.1674,3.4334,4.82%,5.35,1.028037383
601326,0.07,16.67,-,3.18,8.48,-,17.26亿,4.73,5.68,4.18亿,24.43,121.4,0,-,-2.14,558741.2,475755.9,0.932,0.8015,2.35%,2.98,1.067114094
601328,0.33,6.45,-,11.73,7.61,2.62,670.79亿,-8.87,6.64,246.33亿,5.56,1.51,0,-,-8.93,7426272.66,3925086.4,1.5005,4.274,2.36%,5.78,2.029411765
601330,0.12,-7.69,-,5.39,8.31,-,10.41亿,-5.84,-13.26,1.71亿,-5.69,10.67,0,-,19.03,139345.04,98909.06,1.7313,2.3212,2.27%,6.83,0.789165447
601333,0.06,201.79,340.71,3.63,-4.29,-,61.46亿,22.96,30.69,4.05亿,201.7,140.49,0,-,137.06,708353.7,565223.7,1.6339,0.5248,1.58%,2.6,1.396153846
601336,2.22,416.28,-,38.98,19.31,-100,290.05亿,-61.31,-32.77,69.17亿,414.66,49.33,0,-,290.15,311954.66,208543.93,7.6902,30.9048,5.69%,32.84,1.186967113
601339,0.06,-73.91,-,6.69,8.2,-,14.86亿,-24.78,17.73,8412.13万,-75.59,-83.96,0,-,-38.43,150000,150000,1.5809,3.7339,0.84%,5.52,1.211956522
601360,-0.03,-,1033.33,4.42,-7.53,-,19.66亿,-22.17,-23.99,-1.86亿,-,-,0,-,-,714536.32,714536.32,1.4582,1.8324,-0.59%,9.03,0.489479513
601366,0.02,166.67,200,4.98,-3.71,-,22.74亿,2.78,28.38,1910.99万,175.22,110.03,0,-,1.55,84962.57,84183.76,2.0113,1.2613,0.45%,5.41,0.92051756
601368,0.03,-61.05,-,5.3,0.54,-,5.05亿,-0.79,-11.64,3064.40万,-61.06,2609.29,0,-,4.78,88297.31,88297.31,1.7227,2.2058,0.65%,5.36,0.98880597
601369,0.16,-5.88,-,4.89,7.76,-,26.63亿,-8.4,14.89,2.62亿,-5.83,69.09,0,-,37.38,172759.48,166337.91,1.434,1.7343,3.10%,7.76,0.630154639
601375,0.02,400,-,2.98,0.86,-100,4.64亿,19.31,6.96,7049.73万,282.45,1554.27,0,-,539.75,464288.47,344751.97,1.358,0.0606,0.51%,3.88,0.768041237
601377,0.1,311.59,-,6.15,-0.25,-,41.69亿,147.02,21.26,8.28亿,430.09,-3.29,0,-,-21.73,863598.73,863598.73,2.603,1.4473,1.56%,6.22,0.988745981
601388,0.03,-50.44,-,1.94,7.2,-,17.52亿,-10.77,-3.31,7398.56万,-50.46,-18.86,0,-,52.49,220125.5,219712.09,0.0886,0.8793,1.74%,2.73,0.710622711
601390,0.3,3.74,-,12.47,9.18,-,2719.74亿,2.04,-10.33,78.79亿,3.84,-4.61,0,-,-28.31,2475219.6,2036353.93,2.2818,6.5888,2.55%,5.93,2.102866779
601398,0.25,0,-,10.05,7.33,-100,2275.96亿,-8.77,10.16,901.64亿,-0.52,-4.75,0,-,-4.04,35640625.71,26961221.25,0.4157,5.2214,2.52%,4.81,2.089397089
601399,0.01,5.61,-,1.87,5.03,-,25.73亿,23.56,-10.12,8135.06万,4.14,-6.97,0,-,-31.42,721355.59,721355.59,2.0521,-1.2482,0.60%,2.99,0.62541806
601456,0.07,0,-,6.1,4,-,6.78亿,6.66,19.39,2.07亿,9.79,67.55,0,-,44.09,283177.32,238913.32,2.8866,1.1652,1.20%,10.64,0.573308271
601500,0.01,0,100,3.36,-15.71,-,10.49亿,-7.57,23.94,1114.86万,50.29,289.85,0,-,-2.3,157945.27,157686.07,1.7092,0.6011,0.21%,3.89,0.863753213
601512,0.28,-30,-,9.17,7.7,-,9.30亿,-37.59,-44.13,4.17亿,-30.07,-27.47,0,-,10.74,149889,149889,0.8233,6.8501,3.03%,8.16,1.12377451
601515,0.12,50,-,3.14,-20.84,-,9.16亿,-12.49,-0.07,2.25亿,85.48,5783.53,0,-,4.52,184296.1,184296.1,0.3726,1.3837,3.88%,3.96,0.792929293
601518,0.09,50,-,3.4,9.48,-,2.82亿,25.26,-55.16,1.21亿,43.06,61.09,0,-,160.65,189055.32,189055.32,0.4897,1.6829,2.65%,2.63,1.292775665
601519,0.15,733.33,-,0.94,23.83,-,1.68亿,-5.8,98.83,3.05亿,749.39,31269.39,0,-,-72.09,201942.28,200386.56,0.6758,-0.7092,15.94%,7.63,0.123197903
601528,0.23,15,-,10.14,10.13,-100,9.14亿,8.1,11.57,3.47亿,16.16,-23.16,0,-,-13.43,196216.14,78893.66,0.8849,3.5774,2.27%,5.14,1.972762646
601555,0.12,500,-,7.82,5.03,-,22.54亿,68.44,27.51,5.83亿,412.84,16.69,0,-,-11.96,500750.27,500750.27,4.7215,1.1401,1.49%,8.01,0.97627965
601566,0.17,270,725,6.69,-3.77,-,7.72亿,0.84,15.44,9721.75万,269.19,341.93,0,-,7.02,57463.72,57463.72,4.4915,0.6155,2.53%,9.95,0.672361809
601567,0.19,58.33,-,6.93,7.6,-,22.48亿,13.42,2.35,2.70亿,63.84,9.33,0,-,1.49,141207.01,139491.33,2.427,3.2888,2.75%,16,0.433125
601568,0.03,-78.57,-,3.47,-10.36,-,25.39亿,-19.27,-3.21,1.38亿,-73.31,105.13,0,-,511.34,397222.22,254577.89,0.9629,1.269,1.00%,5.33,0.651031895
601577,0.49,8.89,-,13.96,10.44,3.48,60.81亿,12.88,9.08,19.79亿,8.68,35.62,0,-,22.87,402155.38,206760.65,2.7795,6.9206,3.19%,7.38,1.891598916
601579,0.17,6.25,-,7.85,5.35,-,3.70亿,-2.03,-10.23,7938.77万,1.26,75.64,0,-,6.67,47946.34,47946.34,3.2808,3.1603,2.11%,11.17,0.702775291
601588,0.01,0,304.17,3.81,-17.25,-,41.85亿,79.88,-0.89,3266.92万,-1.51,104.15,0,-,-36.37,336702,266000,1.1033,1.3817,0.26%,2.03,1.876847291
601595,0.08,2766.67,312.82,3.59,-16.53,-,1.78亿,12.9,112.69,3597.57万,2894.58,120.76,0,-,436.29,44820,44820,1.6842,0.1441,2.23%,19.09,0.188056574
601598,0.13,-1.36,-,4.91,6.68,-,223.61亿,-24.56,-21.33,9.61亿,-2.19,82.87,0,-,106.29,729421.69,525591.69,0.8258,2.8944,2.68%,4.48,1.095982143
601599,0.03,0,-,1.14,6.72,-,6.85亿,-7.92,54.96,3452.93万,4.5,805.85,0,-,8.59,116054.25,89272.5,1.1122,-1.0172,2.60%,3.46,0.329479769
601600,0.1,15.38,-,3.29,-5.06,-,662.79亿,-12.35,-21.95,18.13亿,15.12,583.5,0,-,-41.76,1716159.16,1307870.7,1.3355,0.699,3.22%,6.29,0.523052464
601601,1.21,112.28,-,25.82,12.15,-100,943.86亿,-35.6,-0.6,116.26亿,113.83,168.07,0,-,402.87,962034.15,684504.15,8.2809,12.2843,4.68%,27.34,0.944403804
601606,-0.04,-,-,3.56,1.96,-,2.14亿,-16.1,-71.56,-2899.50万,-,-,0,-,-9.24,72422.84,72422.84,0.9974,1.4173,-1.12%,12.29,0.289666395
601607,0.41,-6.82,-,18.54,6.18,-,662.26亿,16.39,15.44,15.18亿,21.31,88.94,0,-,-4.21,370326.57,193148.46,7.872,9.1922,2.21%,18.15,1.021487603
601608,0.02,2.78,-,1.78,1.42,-,21.72亿,0.3,5.5,8007.03万,2.46,268.2,0,-,13.64,433941.93,433941.93,0.4843,0.1067,1.04%,3.7,0.481081081
601609,0.06,-33.33,-,5.18,0.95,-,240.13亿,12.11,-3.35,8443.72万,-37.1,348.49,0,-,14.88,147990.84,146604.39,1.3093,2.5266,1.10%,6.94,0.746397695
601611,0.17,21.43,-,8.53,17.1,-,289.29亿,10.09,32.34,5.08亿,20.15,6.63,0,-,-44.57,301947.16,291538.99,1.2898,3.0899,1.97%,7.1,1.201408451
601615,-0.1,-,-,12.28,18.16,-,27.20亿,-61.84,-70.06,-2.26亿,-,-,0,-,9.23,227198.37,210899.69,7.4684,3.4887,-0.81%,13.83,0.887924801
601616,0,-87.42,-,2.62,2.47,-,1.74亿,-26.25,-8.96,161.20万,-87.53,112.09,0,-,-3.6,93557.5,93557.5,1.4456,0.2841,0.07%,3.3,0.793939394
601618,0.15,25,-,6.86,29.38,-,1444.53亿,22.39,-26.16,33.72亿,25.77,-5.31,0,-,-4.1,2072361.92,1785261.92,1.09,2.3298,2.37%,3.29,2.085106383
601619,0.1,23.62,-,2.49,10.96,-,6.42亿,136.3,12.66,2.46亿,23.68,478.14,0,-,3.75,243431.27,242058.47,0.6249,0.7751,4.05%,3.53,0.705382436
601628,0.63,16.67,-,16.31,-0.89,-100,3683.85亿,7.16,194.61,178.85亿,17.84,1753.37,0,-,271.95,2826470.5,2082353,1.8958,7.7676,3.88%,32.81,0.497104541
601633,0.02,-88.89,-,7.46,6.3,-,290.39亿,-13.63,-23.3,1.74亿,-89.34,64.91,0,-,-8.37,849554.04,616532.54,0.274,5.8153,0.28%,30.12,0.247675963
601636,0.04,-78.38,-,4.75,-8.88,-,31.31亿,2.21,-9.88,1.13亿,-78.42,65.29,0,-,41.21,268350.08,268350.08,0.943,2.3644,0.88%,7.86,0.6043257
601658,0.27,3.85,-,7.56,6.78,2.02,881.63亿,3.51,12.99,262.80亿,5.22,131.03,0,-,199.46,9916107.6,6712239.52,1.6406,2.482,2.95%,4.68,1.615384615
601665,0.2,17.65,-,7.92,9.97,-100,28.64亿,8.72,7.71,10.15亿,12.33,-4.21,0,-,-13.22,458094.84,231976.59,1.8131,1.8296,2.80%,4.06,1.950738916
601666,0.5,-29.69,-,10.51,29.47,-,86.30亿,-10.86,10,11.46亿,-29.69,14.93,0,-,-21.52,231521.6,230158.11,1.3824,5.9194,4.71%,9.96,1.055220884
601668,0.35,12.9,-,9.29,12.33,-,5248.28亿,8.11,0.97,147.45亿,14.1,98.27,0,-,-33.39,4191951.44,4132039.04,0.2816,7.6863,3.73%,5.21,1.783109405
601669,0.17,-5.33,-,9.09,15.94,-,1332.87亿,3.64,-23.9,30.21亿,9.29,7.09,0,-,-9.46,1722615.93,1307152.59,2.0777,3.6645,1.93%,5.21,1.744721689
601677,0.36,-58.62,-,12.93,-21.36,-,60.93亿,-18.64,5.76,3.54亿,-40.15,26.64,0,-,87.91,96981.84,96981.84,4.3173,7.1203,2.82%,12.22,1.058101473
601678,0.04,-81.82,-,5.52,4.83,-,17.56亿,-21.68,-16.78,7173.09万,-80.63,-56.4,0,-,-26.75,205803.63,205803.63,1.4085,2.7487,0.63%,4.52,1.221238938
601686,0.15,66.67,-,4.51,6.63,-,143.72亿,-5.48,-4.19,2.14亿,63.98,-4.63,0,-,8.47,143031.85,56287.79,1.3377,1.8769,3.32%,6.3,0.715873016
601688,0.35,45.83,-,18.53,9.75,-,89.93亿,24.14,6.9,32.45亿,46.55,0.42,0,-,27.71,907558.9,732633.93,7.7713,4.5344,1.93%,16.25,1.140307692
601689,0.41,17.14,-,11.42,14.6,-,44.69亿,19.32,-8.61,4.50亿,16.67,-8.39,0,-,9.71,110204.83,110204.83,4.8464,4.8849,3.58%,64.82,0.176180191
601696,0.09,0,-,5.99,4.45,-,6.84亿,-2.18,-2.79,2.53亿,5.21,508.68,0,-,1743.53,277800,277800,2.6426,0.9628,1.52%,10.78,0.555658627
601698,0.03,7.03,-,3.6,19.05,-,5.97亿,0.92,-26.81,1.41亿,12.9,-64.15,0,-,2.29,422438.54,422438.54,1.8441,0.6635,0.93%,18.23,0.197476687
601699,1.13,37.8,-,17.61,39.55,-,118.92亿,-14.17,-16.98,33.80亿,37.1,-31.01,0,-,-17.04,299140.92,299140.92,0.5675,12.3541,6.42%,18.91,0.931253305
601700,0.01,-50,-,2.3,-0.52,-,4.97亿,-15.21,-39.5,1127.91万,-38.21,1192.05,0,-,51.63,114224.67,114224.67,1.1104,0.0762,0.43%,4.85,0.474226804
601702,0.17,70,-,3.91,20.31,-,19.97亿,0.58,-10.04,1.70亿,65.03,13.65,0,-,46.78,99853.06,27793,0.821,1.8609,4.35%,16.15,0.242105263
601717,0.45,14.36,-,10.47,18.34,-,92.11亿,13.83,11.68,7.83亿,14.86,35.89,0,-,8.71,178224.6,152606.98,3.0099,5.799,4.20%,12.7,0.824409449
601718,0,-79.17,-,3.88,0.16,-,27.48亿,-32.44,-8,2394.72万,-77.5,-48.93,0,-,-32.79,439162.94,439162.94,1.8371,1.0044,0.14%,2.89,1.342560554
601727,0.02,2837.5,281.85,3.54,-5.13,-,211.47亿,-14.89,-46.28,3.67亿,2802.32,117.06,0,-,19.53,1557980.91,1265532.71,1.4017,0.7565,0.67%,4.42,0.800904977
601728,0.09,12.5,-,4.81,0.99,-,1297.53亿,9.43,10.78,79.84亿,10.53,161.73,0,-,22.62,9150713.87,1959042.54,0.7583,2.1243,1.82%,5.34,0.900749064
601766,0.02,100,-,5.42,4.75,-,323.79亿,5.65,-62.94,6.15亿,180.01,-89.06,0,-,-3.91,2869886.41,2432779.8,1.4403,2.7895,0.40%,5.34,1.014981273
601777,0.01,-21.24,-,2.25,-0.79,-,10.94亿,-12.45,-67.3,4068.49万,-19.99,1580.71,0,-,6.07,457152.3,225045,1.9088,-0.6148,0.40%,3.94,0.57106599
601778,0.01,150,-,4.32,2.47,-,8.18亿,42.72,18.88,2425.33万,140.52,127.19,0,-,-1.49,357088.84,289438.72,2.4022,0.8319,0.16%,3.63,1.190082645
601788,0.19,46.15,-,14.11,3.17,-,27.50亿,26.09,48.15,9.58亿,43.79,541.74,0,-,293.06,461078.76,390669.88,5.2482,2.8707,1.47%,16.36,0.862469438
601789,0.08,-18.37,-,4.32,6.05,-,56.96亿,-4.6,-19.04,9724.64万,-5.23,-20.55,0,-,-14.44,108679.86,108679.86,0.881,1.8591,2.07%,4.21,1.026128266
601798,-0.05,-,224.51,3.98,-10.75,-,1.12亿,67.97,-61.8,-1647.16万,-,-,0,-,68.04,35452.82,35452.82,2.8121,-0.0147,-1.17%,6.92,0.575144509
601799,0.71,-24.46,-,30.44,7.04,-,19.23亿,-9.84,-15.81,2.04亿,-24.46,8.62,0,-,-0.19,28567.94,28567.94,14.6188,14.259,2.34%,144.3,0.210949411
601800,0.32,10.34,-,17.79,8.01,-,1765.91亿,2.61,-0.96,55.82亿,9.6,69.75,0,-,-9.46,1626366.14,1174723.54,2.3538,10.4826,1.94%,8.07,2.204460967
601801,0.17,13.33,-,5.8,2.96,-,30.97亿,11.43,26.24,3.38亿,12.16,373.6,0,-,-14,198920.47,198920.47,1.2298,2.8988,2.93%,6.74,0.860534125
601808,0.08,32.97,-,8.35,3.83,-,84.56亿,24.39,-25.91,4.04亿,33,39.62,0,-,47.58,477159.2,296046.8,2.5916,4.3467,1.02%,15.5,0.538709677
601811,0.16,14.29,-,10.29,9.06,-,23.11亿,4.73,-35.78,2.00亿,18.01,-68.02,0,-,-20.76,123384.1,79190.39,2.085,5.0926,1.57%,13.21,0.778955337
601816,0.05,906.67,485.14,3.79,-0.47,-,89.39亿,57.39,117.47,22.26亿,910.81,405.63,0,-,1439.43,4910648.46,4910648.46,2.4965,0.183,1.20%,5,0.758
601818,0.19,0,-,7.3,2.38,-2.14,381.58亿,-1.58,11.07,123.78亿,5.34,50.66,0,-,39.8,5908555.11,4640681.56,1.2604,3.2143,2.31%,2.98,2.44966443
601825,0.36,12.5,-,10.93,8.97,3.5,68.32亿,7.49,12.19,35.00亿,12.44,75.48,0,-,68.41,964444.44,462176.34,1.7154,3.8135,3.32%,5.92,1.846283784
601827,0.21,16.67,-,5.96,9.65,-,15.46亿,0.06,-12.28,3.50亿,14.74,25.37,0,-,18.23,167826.8,167826.8,2.4081,2.3755,3.50%,7.79,0.76508344
601828,0.03,-81.25,-,12.34,-0.57,-,26.17亿,-22.47,-28.4,1.46亿,-79.1,125.63,0,-,11.95,435473.27,361344.7,1.5793,9.0071,0.27%,4.26,2.896713615
601838,0.68,13.33,-,15.5,16.89,4.66,53.05亿,9.71,6.21,25.27亿,17.5,-23.21,0,-,-28.67,381391.11,380579.62,2.0801,7.4858,3.95%,12.31,1.259138911
601857,0.24,14.29,-,7.7,8.03,-,7324.71亿,-6.02,-6.54,436.30亿,11.7,49.88,0,-,-23.94,18302097.78,16192207.78,0.6754,4.86,3.10%,7.28,1.057692308
601858,0.05,125.42,-,6.17,6.75,-,4.50亿,21.66,-55.12,4274.20万,124.95,-77.3,0,-,39,79050,79050,0.9915,3.6731,0.88%,25.53,0.241676459
601860,0.11,10,-,4.78,7.6,-100,10.91亿,1.54,-3.54,3.85亿,5.5,18.29,0,-,17.36,366097.79,350779.43,0.8133,0.8921,2.20%,2.59,1.845559846
601865,0.24,20,-,27.08,18.69,-,53.65亿,52.9,26.35,5.11亿,17.11,-17.31,0,-,-15.19,235132.38,169371.45,2.2683,3.8824,3.52%,26.06,1.039140445
601866,0.03,-71.48,-,2.14,-10.9,-,35.51亿,-42.66,-46.27,3.98亿,-71.09,94.98,0,-,-36.59,1357593.86,823462.98,0.1834,0.9616,1.37%,2.29,0.934497817
601868,0.02,19.05,-,2.48,8.63,-,885.16亿,24.19,-28.97,11.31亿,17.83,-68.85,0,-,-37.35,4169116.36,1422250.1,0.4126,0.6161,1.10%,2.2,1.127272727
601869,0.32,18.52,-,13.74,4.11,-,31.95亿,7.16,-10.95,2.41亿,18.4,-17.33,0,-,6.67,75790.51,40633.83,3.887,7.9558,2.32%,28.57,0.480924046
601872,0.14,-12.5,-,4.16,21.73,-,58.83亿,-3.49,-27.63,11.22亿,-14.07,-8.11,0,-,24.15,814364.12,814364.12,1.5075,1.5664,3.31%,6.53,0.637059724
601877,0.56,107.41,-,17.47,16.07,-,157.41亿,47.92,43.65,12.02亿,104.72,48.67,0,-,-4.29,214997.36,214997.36,6.2869,10.2751,3.20%,23.11,0.755949805
601878,0.13,62.5,-,6.85,9.98,-,49.31亿,57.37,-5.72,4.88亿,50.92,-1.98,0,-,17.83,387819.01,387819.01,2.7,1.9668,1.84%,10.02,0.683632735
601880,0.02,-18.35,-,1.63,1.59,-,28.61亿,-0.82,-14.07,3.92亿,-18.69,151.94,0,-,23.71,2398706.58,1882834.98,0.3764,0.181,1.00%,1.51,1.079470199
601881,0.21,50,-,10.41,4.03,-,86.97亿,18.54,36.67,22.49亿,44.61,70.37,0,-,158.29,1038836.2,669737.74,2.4712,2.9681,2.13%,12.09,0.861042184
601882,0.26,22.82,-,4.06,20.79,-,7.83亿,11.01,-3.42,1.35亿,22.84,3.45,0,-,-9.25,52200,52200,0.5563,2.1827,6.39%,25.79,0.157425359
601886,0.14,75,-,5.72,3.61,-,34.19亿,3.99,-40.62,1.64亿,78.77,300.12,0,-,-16.58,113300.21,113300.21,3.2628,1.163,2.52%,6.79,0.842415317
601888,1.11,-15.29,-,24.44,48.74,-,207.69亿,23.76,37.83,23.01亿,-10.25,471.92,0,-,37.43,206885.9,195247.55,8.4522,14.3796,4.55%,93.7,0.260832444
601890,0.06,122.02,-,3.46,4.51,-,4.89亿,38.17,9.47,5895.62万,122.02,11.8,0,-,-20.08,95940,95940,1.4426,0.8901,1.78%,9.22,0.37527115
601898,0.54,5.88,-,10.43,13.7,-,591.58亿,-4.17,30.79,71.55亿,5.34,757.85,0,-,21.78,1325866.34,915200.04,2.9342,5.4155,5.17%,8.59,1.214202561
601899,0.21,-11.16,-,36.38,21.99,-,749.45亿,15.71,13.32,54.42亿,-11.14,61.24,0,-,-2.3,2632657.12,2052529.92,0.9713,2.2865,5.68%,12.37,2.940986257
601900,0.25,66.67,-,8.33,3.06,-,22.03亿,18.39,-20.87,2.23亿,71.51,-44.07,0,-,-0.3,89587.66,89587.66,0.9338,6.11,2.99%,14.94,0.557563588
601901,0.07,16.67,-,5.3,4.37,-100,17.73亿,6.3,-5.28,5.56亿,16.55,168.04,0,-,886.97,823210.14,823210.14,1.9919,1.5868,1.27%,7.55,0.701986755
601908,0.13,3050,-,4.75,6.12,-,27.23亿,40.6,-25.29,3.03亿,3298.13,173.7,0,-,225.27,241460.29,241460.29,2.0479,1.6209,2.64%,4.6,1.032608696
601916,0.26,30,-,6.72,11.26,3.54,157.80亿,2.53,18.04,56.25亿,9.91,170.3,0,-,248.57,2746463.6,2154443.6,1.5181,2.3641,3.35%,2.55,2.635294118
601918,0.23,12.25,-,4.7,20.27,-,28.96亿,0.55,-6.43,5.94亿,12.5,165.96,0,-,11.11,259054.18,259054.18,0.8318,2.055,4.88%,4.81,0.977130977
601919,0.44,-74.42,-,12.84,28.17,-,473.53亿,-55.13,-36.45,71.27亿,-74.19,-42.43,0,-,-41.72,1617025.39,1281547.39,1.9076,9.3052,3.45%,9.77,1.314227226
601921,0.07,17.14,-,5.78,5.94,-,26.86亿,2.67,-35.18,1.46亿,17.03,-76.57,0,-,-22.11,222222.22,42222.2,2.2451,2.4048,1.13%,7.71,0.749675746
601928,0.19,1.77,-,6.97,6.85,-,32.36亿,1.25,-18.41,4.83亿,1.77,39.77,0,-,5.77,254490,254490,1.2388,3.7661,2.72%,10.01,0.696303696
601929,0,-84.21,228.03,2.11,-5.01,-,4.69亿,7.19,-16.64,208.54万,-82.53,100.62,0,-,2337.43,330129.71,330129.71,0.3619,0.2875,0.03%,1.87,1.128342246
601933,0.08,33.33,290,0.88,-28.81,-,238.02亿,-12.63,24.07,7.04亿,40.24,137.53,0,-,22.87,907503.7,907503.7,0.473,-0.6664,8.86%,3.07,0.286644951
601939,0.35,0,-,11.77,10.06,-100,2070.76亿,-10.83,7.89,887.43亿,0,15.88,0,-,9.24,25001097.75,959365.76,0.5426,6.4744,3.02%,6.38,1.844827586
601949,0.02,761.9,-,4.5,5.94,-,10.19亿,23.2,128.13,3294.98万,759.6,-,0,-,-,182250,182250,0.6245,2.8122,0.40%,8.86,0.507900677
601952,0.09,-10,-,4.61,7.27,-,24.54亿,1.85,-34.01,1.19亿,-10.94,-46.54,0,-,-7.27,137800,137800,1.6905,1.6348,1.88%,10.62,0.434086629
601956,0.06,-0.95,-,3.9,16.4,-,12.92亿,-4.44,12.75,3839.88万,18.52,-20.92,0,-,-9.41,62216.63,32238.44,1.7549,1.185,1.58%,5.82,0.670103093
601958,0.26,203.53,-,4.34,13.59,-,26.44亿,17.57,7.26,8.33亿,202.9,130.32,0,-,50.71,322660.44,322660.44,2.0931,0.8613,5.94%,9.98,0.434869739
601963,0.43,2.38,-,13.47,4.66,4.42,32.34亿,1.55,15.15,14.82亿,2.69,136.57,0,-,69.39,347455.85,69141.12,2.2261,6.5659,2.89%,7.58,1.777044855
601965,0.15,15.38,-,6.07,7.04,-,7.07亿,26,-37.79,1.42亿,9.52,-29.02,0,-,-7.5,100425.26,98242.38,1.7815,3.1141,2.33%,18.77,0.323388386
601966,0.15,314.29,-,13.15,4.79,-,43.85亿,0.78,3.68,2.14亿,332.66,183.37,0,-,18.12,147352.27,147352.27,6.0587,5.8233,1.10%,20.16,0.652281746
601968,0.05,-16.67,-,3.37,4.78,-,17.59亿,-5.04,-24.44,6133.34万,-4.4,6.79,0,-,21.41,113303.92,90513.24,1.4674,0.8222,1.61%,5.64,0.59751773
601969,0.08,-20,-,3.15,10.08,-,12.23亿,10.12,17.95,1.62亿,-16.54,831.16,0,-,110.79,203752.28,202655.72,1.877,0.0757,2.52%,6.71,0.469448584
601975,0.08,300,-,1.6,32.41,-,16.18亿,47.76,-13.78,4.06亿,292.67,-15.45,0,-,-3.77,485278.38,485278.38,0.8351,-0.256,5.22%,3,0.533333333
601985,0.16,-1.88,-,4.86,5.95,-,178.93亿,4.64,-3.71,30.23亿,4.82,208.82,0,-,52.26,1888328.49,1888328.49,1.4494,1.8208,3.29%,7.42,0.654986523
601988,0.19,0,-,8.41,27.1,-100,1658.13亿,2.91,10.4,576.63亿,-0.15,6.08,0,-,11.22,29438779.12,21076551.48,0.4612,3.7406,2.33%,3.98,2.113065327
601989,0,50,331.82,3.68,-1.78,-,68.23亿,11.6,-62.49,6642.40万,19.57,106.59,0,-,39.56,2280203.53,2208380.33,1.9618,0.5366,0.08%,4.03,0.913151365
601990,0.06,100,-,4.57,1.65,-,6.43亿,63.35,34.5,2.17亿,73.02,96.83,0,-,57.5,368636.1,361993.06,2.1967,0.6661,1.29%,8,0.57125
601991,-0.01,-,203.3,4.01,19.64,-,280.50亿,-5.87,-5.17,1.37亿,133.47,111.66,0,-,53.53,1850671.05,1239608.91,0.3326,-0.7111,0.19%,2.63,1.524714829
601992,-0.03,-,-,6.1,-2.47,-,234.80亿,1.72,1.01,-3.32亿,-,-,0,-,-31.52,1067777.11,833415.83,0.5088,2.4963,-0.51%,2.05,2.975609756
601995,0.43,36.48,-,20.98,12.95,-,62.09亿,22.44,-7.25,22.57亿,35.95,42.39,0,-,61.08,482725.69,92962.13,8.1859,6.545,2.23%,36.75,0.570884354
601996,-0.01,-,-,2.44,-1.91,-,4.25亿,12.93,-35.94,-1013.44万,-,-,0,-,202.5,114562.28,114562.28,0.6572,0.7135,-0.36%,2.72,0.897058824
601997,0.44,2.33,-,14.6,9.12,3.33,37.39亿,3.12,4.6,16.07亿,1.07,-6.44,0,-,-15.77,365619.81,356902.64,2.1868,8.2632,2.75%,5.23,2.791586998
601998,0.39,11.43,-,11.65,8.47,3.56,513.63亿,-4.94,0.78,191.44亿,10.34,27.63,0,-,29.99,4896686.58,3408470.28,1.21,6.2206,3.36%,5.53,2.106690778
601999,-0.01,-,-,4.43,1.96,-,5.34亿,-5.51,-28.5,-420.81万,-,-,0,-,17.26,55091.47,55091.47,0.9528,2.0712,-0.17%,6.73,0.658246657
603000,0.02,300,-,3.26,7.83,-,3.32亿,3.78,-60.47,2749.94万,303.71,-83.97,0,-,-33.57,110569.11,110569.11,0.7548,1.2772,0.76%,33.27,0.097986174
603001,0.11,243.79,273.31,7.42,-14.36,-,8.96亿,16.74,38.6,4083.96万,249.02,117.21,0,-,29.61,40098,40098,4.8111,1.3901,1.37%,5.78,1.283737024
603002,0.02,-66.67,-,2.74,15.79,-,5.44亿,-38.61,-14.5,1845.44万,-66.92,-49.75,0,-,-7.39,90387.52,61441.17,0.3767,1.2188,0.75%,5.47,0.500914077
