name,每股收益,同比%,当季环比%,每股净资产,同比%,当季环比%,主营收入,同比%,当季环比%,净利润,同比%,当季环比%,销售毛利率,同比%,当季环比%,总股本(万股),流通股本(万股),每股资本公积金,每股未分配利润,净资产收益率,price,,
766,0.01,20,-,2.43,1.35,-,3.09亿,-13.7,-32.48,696.24万,20.29,-60.63,0,-,-5.83,96649.47,89597.02,3.7687,-2.456,0.30%,11.72,0.207337884,
767,-0.1,-,163.54,3.41,-9.2,-,54.83亿,19.44,0.32,-1.40亿,-,-,0,-,229.54,307694.22,291224.27,1.3146,-0.2676,-1.34%,3.03,1.125412541,
768,0.09,52.51,-,5.89,2.55,-,79.43亿,5.77,-14.73,2.36亿,52.38,276.12,0,-,33.27,278174.01,276864.02,3.0577,1.1761,1.44%,21.68,0.271678967,
776,0.27,58.82,-,16.12,14.18,-,64.77亿,35.69,-14.97,21.57亿,65.58,-19.97,0,-,-6.79,762108.77,591929.15,4.1052,5.4216,1.76%,14.74,1.093622795,
777,-0.02,-,-,4.64,9.25,-,2.46亿,24.35,-63.92,-846.70万,-,-,0,-,-37.99,38447.16,38341.08,0.7196,2.4274,-0.47%,12.75,0.363921569,
778,0.09,-40,-,6.28,3.96,-,118.51亿,-8.81,27.67,3.41亿,-40.02,14.52,0,-,4.45,399005.88,389611.43,2.1329,2.9308,1.36%,4.01,1.566084788,
779,0.34,65.14,144.6,7.26,11.96,-,11.82亿,-3.83,25.29,1.26亿,64.24,74.05,0,-,16.43,38009.51,37606.13,2.7871,3.3372,4.57%,10.4,0.698076923,
782,-0.03,-,165.42,2.65,-6.86,-,6.01亿,-22.47,-9.86,-1613.05万,-,-,0,-,243.58,52813.96,52813.96,1.1886,0.2888,-1.15%,5.35,0.495327103,
783,0.14,1300,-,6.18,10.7,-,21.51亿,155.05,-4.79,7.56亿,1513,36.31,0,-,57.13,552995.76,552995.76,1.8736,1.2193,2.21%,5.66,1.091872792,
785,0.07,-12.5,-,3.1,2.76,-,32.46亿,4.53,-8.61,4.53亿,-10.25,297.95,0,-,-6.75,628728.83,623754.14,1.3152,0.7437,2.24%,3.52,0.880681818,
786,0.35,5.74,-,12.75,10.58,-,47.24亿,2.48,2.17,5.91亿,5.58,-25.35,0,-,-1.22,168950.78,163245.04,1.6558,9.5213,2.75%,24.45,0.521472393,
788,0.03,40.7,-,2.35,3.51,-,4.99亿,3.46,-4.16,1670.59万,40.71,63.64,0,-,1.72,59598.74,59598.74,0.3342,0.9193,1.19%,6.87,0.342066958,
789,0.12,-56.03,-,8.84,-6.72,-,19.54亿,-28.6,-32.51,9204.26万,-55.97,151.46,0,-,20.04,79740.26,79738.37,0.066,7.0551,1.31%,7.38,1.197831978,
790,0.01,-66.23,-,1.6,1.66,-,2.20亿,6.63,-17.31,320.92万,-65.98,-79,0,-,-32.55,62814.26,61896.92,0.1117,0.3373,0.32%,5.43,0.2946593,
791,-0.03,-,-,5.14,3.29,-,3.56亿,3.18,-26.89,-4255.82万,-,-,0,-,37.65,160054.05,160052.48,2.8087,1.1721,-0.52%,5.63,0.912966252,
792,0.42,-36.16,-,4.94,108.13,-,47.07亿,-38.21,-34.68,22.25亿,-36.36,-36.09,0,-,-7.47,543287.67,543281.07,7.491,-3.8149,8.29%,16.69,0.29598562,
793,-0.01,-,241.3,1.02,-24.41,-,1.38亿,-35.33,-27.32,-2195.48万,-,-,0,-,47.97,199724.55,196100.86,1.8253,-2.0047,-1.08%,2.17,0.470046083,
795,0.03,-31.21,-,2.42,8.23,-,8.43亿,-18.31,-28.45,3876.00万,-32,-18.46,0,-,5.88,113368.41,113368.41,0.9356,0.5281,1.41%,6.13,0.394779772,
796,-0.05,-,228.1,-1.18,-,-,7679.81万,-36.82,123.99,-4249.42万,-,-,0,-,91.86,80300.03,80258.25,0.7983,-1.9597,0.00%,3.99,-0.295739348,
797,-0.06,-,-,3.17,-3.37,-,6.17亿,-30.2,-82.42,-9532.16万,-,-,0,-,-87.1,157075.42,157016.45,1.3275,0.7552,-1.91%,3.12,1.016025641,
798,-0.05,-,-,2.47,55.45,-,1.16亿,58.16,8.34,-1740.70万,-,-,0,-,-,36585.87,36582.31,2.1427,-0.8007,-1.92%,8.68,0.284562212,
799,0.92,-42.38,-,13.7,10.07,-,9.65亿,-42.87,70.85,3.00亿,-42.38,290.78,0,-,8.84,32492.9,32492.9,3.5739,8.4091,6.74%,75.41,0.181673518,
800,0.01,-86.44,-,5.11,-10.96,-,140.38亿,-7.38,78.22,6178.52万,-86.34,-93.94,0,-,-48.01,463733.23,462258,2.2467,1.1872,0.26%,9.38,0.544776119,
801,0.04,23.03,-,2.83,5.75,-,9.24亿,11.05,-17.66,3986.76万,22.97,-36.53,0,-,-0.17,102280.66,102280.66,0.2951,1.4339,1.38%,8.3,0.340963855,
802,-0.02,-,323.23,2.13,-3.32,-,1.01亿,1950.97,13.63,-1176.03万,-,-,0,-,-63.13,71590.03,71546.53,4.4364,-3.4041,-0.77%,6.12,0.348039216,
803,0.12,-29.41,-,4.22,-21.24,-,6.80亿,101.17,7.01,4038.11万,-0.01,829.35,0,-,221.93,47891.68,40831.72,3.4798,-0.0196,2.73%,6.06,0.696369637,
807,0.26,-18.75,-,6.7,20.2,-,94.43亿,-13.35,-13.48,8.85亿,-21.32,9.85,0,-,57.34,346795.74,346791,3.0834,2.4277,3.81%,13.8,0.485507246,
809,-0.04,-,-89.71,3.45,-1.18,-,598.17万,48.99,-97,-3043.17万,-,-,0,-,-,82479.13,82479.13,0.0388,2.1756,-1.07%,3.44,1.002906977,
810,0.1,-47.5,-,5.34,19.75,-,23.42亿,-15.45,-21.38,1.17亿,-43.62,1.04,0,-,4.5,115021.61,111753.73,1.3353,2.8634,1.91%,12.08,0.44205298,
811,0.14,100,-,6.75,8.23,-,15.65亿,24.49,-13.25,1.08亿,116.72,11.64,0,-,2.54,74583.78,74582.23,0.5823,4.3289,2.14%,12.49,0.540432346,
812,0.02,192.94,-,2.3,5.41,-,2.88亿,-2.5,-18.97,1916.43万,194.8,156.34,0,-,10.81,76869.26,76815.82,0.2507,0.6444,1.09%,4.93,0.46653144,
813,0,-94.12,143.31,5.63,-2.42,-,1.35亿,-29.9,-12.37,185.94万,-93.89,101.64,0,-,20.29,217348.09,216461.85,0.5793,4.1368,0.04%,3.76,1.497340426,
815,-0.01,-,223.08,2.7,-11.25,-,2.09亿,-18.45,-41.11,-684.22万,-,-,0,-,196.49,69526.3,69526.3,2.8166,-1.2165,-0.37%,11.54,0.233968804,
816,0,-29.17,157.26,1.5,-2.31,-,2.68亿,-26.65,0.07,486.15万,-28.65,109.12,0,-,-34.52,144391.83,143570.16,0.9014,-0.4877,0.23%,3.06,0.490196078,
818,0.02,-84.62,-,5.33,2.42,-,8.23亿,-21.51,-29.45,1249.73万,-86.16,-73.62,0,-,-55.1,67915.6,67631.91,1.267,2.7442,0.35%,34.93,0.152590896,
819,0.06,41.03,-,3.32,8.54,-,7.52亿,-4.04,-12.32,1649.22万,39.8,-44.53,0,-,-27.33,30808.13,29915.03,0.4011,1.399,1.62%,18.99,0.174828857,
820,-0.01,-,172.97,0.78,-13.29,-,2091.69万,120,-78.3,-732.65万,-,-,0,-,12.43,63724.52,28765.69,0.7749,-0.8693,-10.30%,3.77,0.206896552,
821,0.09,80,-,5.39,12.62,-,13.27亿,28.01,-24.59,5337.04万,61.49,-47.07,0,-,-12.31,62287.48,57286.41,3.3005,0.8513,1.59%,14.21,0.379310345,
822,0.27,28.57,-,4.91,17.84,-,23.65亿,23.76,-7.17,2.39亿,30.67,288.63,0,-,80.95,89509.19,89509.19,1.1486,2.2726,5.45%,6.42,0.764797508,
823,0.03,-80.4,-,8.39,6.2,-,12.70亿,-26,-21.16,1471.57万,-80.4,-87.73,0,-,-14.54,53698.93,53693.62,2.6535,3.8981,0.33%,9.31,0.901181525,
825,-0.1,-,-,5.97,-6.36,-,259.06亿,11.64,8.2,-5.92亿,-,-,0,-,-,571851.86,569624.78,1.1559,3.3199,-1.73%,3.95,1.511392405,
826,-0.08,-,215.76,5.16,-11.79,-,12.60亿,-25.47,-29.58,-7750.08万,-,-,0,-,-12.99,142535.32,142517.3,4.7474,-2.0324,-1.05%,3.24,1.592592593,
828,0.23,40.81,-,10.39,5.57,-,5.82亿,21.62,-62.97,2.53亿,48.54,122.4,0,-,271.27,103951.7,103951.56,1.0949,5.6442,2.34%,9.02,1.151884701,
829,0.06,627.16,-,2.58,0.51,-,228.12亿,22.95,-3.5,6037.12万,630.35,557.65,0,-,9.25,102510.04,102412.97,0.3365,1.1177,2.29%,9.24,0.279220779,
830,0.17,-75.61,-,9.21,-9.03,-,65.81亿,-14,-3.78,3.22亿,-75.6,719.09,0,-,52,192257.7,146442.58,2.5821,5.1292,1.82%,11.25,0.818666667,
831,0.02,-88.45,-,3.1,9.68,-,14.81亿,22.6,139.92,1946.58万,-88.42,-59.08,0,-,29.98,98088.9,98088.9,0.7545,1.1137,0.64%,29.98,0.103402268,
833,0.06,12.2,-,5,6.33,-,9.26亿,49.69,22.07,3994.80万,12.23,220.69,0,-,14.86,66840.19,37808.5,2.0552,1.8061,1.20%,5.86,0.853242321,
836,-0.02,-,-,1.05,-4.48,-,1.52亿,-46.21,-65.38,-1932.71万,-,-,0,-,31.28,120845.52,120845.52,0.1514,-0.0699,-1.53%,2.68,0.391791045,
837,0.06,-3.29,-,3.96,8.39,-,10.07亿,-9.99,0.27,5809.55万,-3.29,-15.73,0,-,-2.81,100988.3,69337.09,2.0343,0.7984,1.63%,10.41,0.380403458,
838,0,-,979.74,0.87,-21.32,-,19.05亿,45.01,35.72,-494.30万,-,-,0,-,-42.86,110046.22,105376.59,0.2257,-0.3888,-0.51%,3.62,0.240331492,
839,0.02,150,246.73,0.76,0.31,-,7.22亿,7.24,3.24,7335.61万,150.05,107.37,0,-,91.78,391982.64,391982.64,0.421,-0.8015,2.45%,2.3,0.330434783,
