name,每股收益,同比%,当季环比%,每股净资产,同比%,当季环比%,主营收入,同比%,当季环比%,净利润,同比%,当季环比%,销售毛利率,同比%,当季环比%,总股本(万股),流通股本(万股),每股资本公积金,每股未分配利润,净资产收益率,price,,
2778,0.01,0,293.33,4.64,2.02,-,1.61亿,1.03,-41.61,132.76万,19.65,107.02,0,-,-3.13,12475.33,12475.33,0.5333,2.669,0.23%,13.73,,
2779,0.17,232.31,-,5.14,6.42,-,1.92亿,43.3,45.74,2293.61万,232.19,927.86,0,-,23.89,13200,11843.45,1.4801,2.3513,3.38%,19.33,,
2780,0.05,163,4068.25,4.19,-4.07,-,1.88亿,43.25,-6.56,829.65万,246.04,820.48,0,-,6.76,15758.75,13065.27,3.1433,-0.0708,1.26%,12.26,,
2782,0.06,40.6,-,3.75,19.55,-,10.74亿,131.05,-16.56,2961.47万,44.06,-22.03,0,-,-24.75,49031.84,47425.59,1.6359,1.0345,1.61%,14.16,,
2783,0.08,-55.82,-,3.76,4.91,-,7.84亿,14.17,-14.45,2935.10万,-55.36,216.32,0,-,19.68,39123.88,34362.48,1.4477,0.893,2.00%,9.38,,
2785,-0.02,-,170.75,2.95,-2.66,-,2.18亿,-19.5,-45.74,-361.01万,-,-,0,-,-10,20115,16667.71,1.0012,0.9223,-0.61%,25.97,,
2786,-0.1,-,248.78,0.39,-55.26,-,6.03亿,-3.84,-10.6,-5016.64万,-,-,0,-,283.1,49561.2,49411.2,1.1927,-1.9177,-26.10%,7.72,,
2787,0.01,0,-,4.8,-3.98,-,5.34亿,1.4,-2.51,204.95万,-36.06,105.87,0,-,-9.31,31598.3,23166.68,2.2779,1.3104,0.14%,8.8,,
2788,0.49,13.95,141.18,7.19,5.02,-,100.24亿,7.32,7.05,1.89亿,12,36.68,0,-,-1.79,38851.67,38046.28,1.6827,4.0249,6.76%,9.69,,
2789,0.07,118,-,1.12,17.88,-,8.35亿,93.48,4.06,1043.29万,141.43,171.84,0,-,-30.59,15962.35,12909.62,4.5265,-3.6704,5.86%,14.42,,
2790,0.1,8.8,-,4.73,9.18,-,3.96亿,-2.76,-31.03,3979.30万,8.74,-29.92,0,-,11.88,41787.23,26068.53,1.0916,2.2649,2.01%,11.52,,
2791,-0.17,-,-,14.79,0.65,-,13.54亿,4.83,-39.53,-5605.15万,-,-,0,-,-5.38,32154,16398.72,3.685,9.5911,-1.18%,48.63,,
2792,0.09,70.94,-,6.94,2.31,-,2.43亿,-39.84,-14.34,3429.51万,70.88,155.71,0,-,-25.24,40205.7,24162.31,3.2623,2.4203,1.23%,17.75,,
2793,-0.08,-,250,2.83,-7.03,-,6.62亿,-69.57,463.83,-9023.51万,-,-,0,-,-86.3,108758.85,107248.02,0.4733,1.3289,-2.93%,5.78,,
2795,-0.05,-,118.53,2.79,-28.02,-,2.41亿,-3.81,25.28,-1576.19万,-,-,0,-,-13.49,44580.7,36440.13,1.5411,0.3265,-1.77%,8.43,,
2796,-0.02,-,466.67,3.28,-4.21,-,2.35亿,-4.18,-13.34,-510.29万,-,-,0,-,-20.29,25242.69,23183.58,4.1111,-1.8412,-0.62%,11.75,,
2797,0.03,100,-,3.51,1.8,-,6.92亿,30.17,-1.13,1.41亿,95.96,133.62,0,-,88.34,420240,413240,1.4435,0.6236,0.96%,5.85,,
2798,-0.21,-,228.76,7.16,-37.74,-,6.10亿,-20.32,-38.81,-8032.27万,-,-,0,-,7.45,38497.2,29280.97,5.8726,-0.2932,-2.91%,6.51,,
2799,0.09,-18.18,-,5.05,61.81,-,6.97亿,10.03,23.32,2872.90万,4.84,300.11,0,-,32.2,32004,32003.58,2.2331,1.6729,1.78%,10.64,,
2800,0.01,-91.89,-,5.13,-2.71,-,3.18亿,-13.77,22.37,60.14万,-91.84,103.54,0,-,82.87,10875.22,10118.15,1.513,2.3266,0.11%,16.61,,
2801,0.33,-2.94,-,7,13.76,-,3.02亿,-8.7,10.97,7586.32万,-1.93,28.47,0,-,-5.13,22963.2,11580.27,0.5011,4.8054,4.72%,20.6,,
2802,0.07,-53.33,-,5.04,-14.93,-,8237.79万,-42.96,-9.04,1047.79万,-34.22,-55.21,0,-,-12.82,18230.2,18106.32,1.3783,2.1921,1.48%,12.67,,
2803,0.19,72.73,-,5.48,8.54,-,13.76亿,14.41,-4.4,7043.08万,64.3,578.63,0,-,11.51,37840.93,27933.68,0.4265,3.9003,3.40%,20.69,,
2805,-0.67,-,-,11.67,91.46,-,8.64亿,211.97,65.47,-1.33亿,-,-,0,-,236,28006.25,21554.98,8.8601,1.6274,-5.72%,18.05,,
2806,-0.07,-,-,6.21,-4.11,-,1.43亿,-7.67,-18.03,-1360.86万,-,-,0,-,-46.75,18941.08,14900.39,4.9073,-0.0132,-1.16%,11.88,,
2807,0.14,12.8,-,6.73,10.27,-,10.36亿,4.03,27.2,3.10亿,12.78,-55.63,0,-,-75.06,217205.25,216915.53,0.4258,2.0319,2.12%,3.66,,
2808,-0.01,-,181,1.44,-5.04,-,3348.72万,-9.21,-27.13,-282.18万,-,-,0,-,51.18,26880,17158.46,0.204,0.1693,-0.73%,5.78,,
2809,0.1,150,-,7.37,5.67,-,1.63亿,-15.2,-33.1,2071.99万,130.31,-23.45,0,-,3.18,21022.73,13751.24,2.0879,3.9605,1.34%,10.56,,
2810,0.21,-24.49,-,5.71,18.81,-,3.75亿,-4.3,-4.18,7280.18万,-24.43,51.83,0,-,4.89,34243.4,31644.06,0.3881,3.9578,3.72%,19.25,,
2811,0.02,0,242.55,4.46,-19.65,-,2.42亿,-19.94,-21.99,625.28万,15.89,104.98,0,-,240.47,27204.32,24718.99,2.0177,0.6701,0.52%,8.97,,
2812,0.73,-29.13,-,20.63,24.89,-,25.68亿,-0.92,-22.43,6.49亿,-29.1,-16.17,0,-,7.86,97775.12,74333.25,8.6365,10.8131,3.53%,63.48,,
2813,-0.04,-,-,3.22,-0.28,-,6070.05万,-1.58,-41.07,-475.78万,-,-,0,-,-49.19,12000,11801.49,1.7067,0.1415,-1.23%,33.88,,
2815,0.18,-0.79,-,6.55,22,-,14.27亿,-5,3.02,1.57亿,-0.23,10.15,0,-,-7.11,109175.24,43681.97,2.8734,2.3838,2.20%,9.94,,
2816,-0.13,-,246.3,3.25,-20.4,-,2672.96万,153.97,-37.98,-1310.45万,-,-,0,-,4150,10000,10000,2.0526,0.0618,-4.03%,12.02,,
2817,0.07,0,-,2.92,-24.22,-,1.43亿,41.37,12.65,2009.99万,43.88,57.63,0,-,15.15,29909.82,29003.93,0.2847,1.4418,2.30%,8.77,,
2818,0.3,0,-,8.23,-1.87,-,3.90亿,-0.23,-0.75,2.24亿,-0.86,26.37,0,-,5.94,74845.89,29835.84,0.9702,5.746,3.64%,13.46,,
2819,-0.11,-,-,10.87,-10.07,-,6.33亿,9.94,-50.3,-3342.15万,-,-,0,-,-9.34,30592.98,23445.38,10.1008,3.794,-1.01%,23.93,,
2820,0.13,230,500,4.86,-3.7,-,1.43亿,108.19,236.86,2553.66万,232.58,205.4,0,-,187.9,20086.83,20033.48,2.1792,1.3751,2.61%,10.69,,
2821,1.72,-9.95,-,44.13,-13.7,-,22.49亿,9.09,-7.97,6.30亿,26.22,8.55,0,-,0.06,36965.54,32809.93,27.4418,18.3429,3.86%,146.23,,
2822,-0.02,-,-,5.06,-1.18,-,6.81亿,-17.72,-63.63,-1542.91万,-,-,0,-,57.05,71359.97,65689.88,1.7799,1.7406,-0.43%,4.17,,
2823,0,-100,-,4.9,4.9,-,6.74亿,10.01,-2.14,40.01万,-98.01,106,0,-,-,28710.59,17020.37,1.2612,1.8522,0.03%,12.22,,
2824,0.12,-55.56,-,8.05,29.9,-,5.31亿,-22.15,-39.26,2459.05万,-51.23,-61.05,0,-,-24.31,27994.28,18871.45,3.5978,3.2683,1.53%,17.53,,
2825,0.08,-38.46,-,5.71,-9.12,-,3.29亿,-35.07,15.14,2034.55万,-10.6,158.38,0,-,50.16,34220.87,25591.3,1.7982,2.8056,1.46%,7.9,,
2826,0.04,0,-,3.95,4.06,-,1.71亿,-8.05,-35.3,836.35万,-1.93,-63.46,0,-,-0.4,19067.78,17529.64,1.2203,1.6229,1.11%,11.9,,
2827,0.02,207.27,-,2.82,1.69,-,2.62亿,41.99,-11.6,466.48万,205.54,-64.84,0,-,-21.72,27600,27600,1.0252,0.5262,0.60%,17.09,,
2828,-0.03,-,368.97,2.87,-24.32,-,1.28亿,6.14,42.31,-617.60万,-,-,0,-,114.89,20098.76,19247.99,1.3595,0.4517,-1.07%,10.98,,
2829,0.14,380,-,11.24,62.35,-,1.23亿,149.51,-74.27,2114.46万,356.6,-80.61,0,-,2.07,20657.56,12318.94,5.1701,4.4995,1.09%,27.21,,
2830,-0.04,-,-,4.9,0.28,-,1.21亿,-16.3,-57.54,-517.79万,-,-,0,-,-6.74,13334,6685.25,1.206,2.3208,-0.79%,14.11,,
2831,0.2,-16.97,-,11.17,10.83,-,29.12亿,-13.1,-32.68,1.81亿,-17.83,-61.31,0,-,-10.94,93051.36,52035.27,2.0458,8.0166,1.75%,25.43,,
2832,0.53,39.47,-,7.76,18.34,-,10.79亿,33.13,63.45,3.01亿,41.36,95.1,0,-,-11.91,57070.71,38941.83,1.5657,4.6252,6.79%,33.25,,
2833,0.29,-17.14,-,6.24,-18.58,-,5.89亿,8.38,10.03,1.23亿,15.95,76.34,0,-,17.94,42423.01,25536.92,0.1281,4.0659,4.63%,17.59,,
2835,0.04,1850,-,4.25,12.33,-,2.03亿,41.44,-41.87,865.60万,1894.21,-81.87,0,-,-11.3,21949.39,12728.2,0.93,2.0279,0.93%,16.57,,
2836,0.02,-33.33,-,2.31,0.84,-,3618.47万,-10.21,-5.81,341.15万,-26.97,58.97,0,-,18.4,23040,23040,0.182,0.8201,0.77%,8.24,,
2837,0.06,50,-,4.98,-10.95,-,5.27亿,31.81,-63.32,2509.79万,97.84,-84.64,0,-,8.89,56497.64,48218.05,1.6167,2.1644,1.16%,24.47,,
2838,0.08,-38.46,-,6.78,29.61,-,10.52亿,-11.87,-13.27,3462.16万,-32.51,21.47,0,-,0.83,44782.55,38761.14,1.8873,3.282,1.14%,13.6,,
2839,0.23,-4.17,-,6.54,-8.15,4.64,11.92亿,-0.64,3.17,5.09亿,17.42,23.02,0,-,7.96,216964.98,207058.3,0.2282,1.7854,3.15%,4.09,,
2840,-0.18,-,-,4.16,22.73,-,19.86亿,15.56,-34.51,-1.05亿,-,-,0,-,-94.96,61290.99,46268.35,2.261,0.8988,-4.10%,16.19,,
2841,0.41,-10.87,-,17.47,33.72,-,37.57亿,-10.27,-24,2.84亿,-7.8,-40.81,0,-,6.79,70123.9,47569.63,5.7588,10.3655,2.32%,41.7,,
2842,0.01,-75,169.57,3.44,-6.58,-,3.88亿,-13.45,-0.26,169.84万,-84.92,102.68,0,-,62.3,27623.88,21599.65,0.8284,1.1483,0.18%,8.64,,
2843,0.17,142.86,-,3.51,27.31,-,4.47亿,195.3,-14.04,3677.45万,137.92,6.77,0,-,0.83,21405.4,21167.66,0.5558,1.5641,4.95%,26.61,,
2845,-0.2,-,-,7.9,-34.96,-,15.90亿,-26.25,-21.54,-6453.23万,-,-,0,-,-13.77,32755.17,22357.98,3.7832,2.9995,-2.49%,17.51,,
2846,0.01,152.5,-82.39,2.5,-4.9,-,8.93亿,-5.77,12.62,321.57万,151.08,286.01,0,-,41.15,33502.81,23965.69,0.4966,0.7436,0.41%,10.16,,
2847,1.29,25.24,127.06,6.33,-13.04,-,18.94亿,56.54,12.12,2.46亿,90.69,20.25,0,-,3.63,19619.25,17351.14,2.3678,3.5323,19.79%,78.01,,
2848,-0.12,-,-,1.2,-27.07,-,4547.22万,-61.78,-58.29,-2008.24万,-,-,0,-,-48.89,16715,16125.64,1.446,-1.4252,-9.99%,10.83,,
2849,0.05,-39.17,-,7.95,26.75,-,3.44亿,101.14,40.09,841.96万,-22.58,232.11,0,-,-5.16,22063.4,18814.48,3.8311,2.7854,0.67%,18.24,,
2850,1.03,41.84,-,25.59,26.5,-,23.26亿,48.52,-13.32,2.42亿,42.77,-21.5,0,-,-8.92,23590.95,15813.51,12.4427,10.8294,4.02%,90.44,,
2851,0.32,119.17,-,7.78,21.98,-,15.61亿,30.8,4.59,1.61亿,119.12,-4.36,0,-,-0.92,49969.66,41258.33,2.1015,4.1732,4.16%,25.15,,
2852,0.31,293.75,278.35,5.82,-9.08,-,17.48亿,41.34,-20.3,1.08亿,300.35,136.82,0,-,265.15,34396.83,27690.93,4.9574,0.2405,5.18%,11.1,,
2853,-0.02,-,-,6.76,9.53,-,1.79亿,-24.2,-62.03,-386.30万,-,-,0,-,-21.22,18654.27,11443.89,5.7069,-0.1052,-0.31%,14.28,,
2855,-0.12,-,191.81,4,-9.14,-,4.54亿,-22.84,-24.96,-3067.61万,-,-,0,-,-15.03,24641.97,24611.38,2.2415,0.5959,-3.11%,30.95,,
2856,-0.04,-,199.11,3.89,-20.85,-,1.33亿,-24.72,-75.09,-525.51万,-,-,0,-,-40.09,13531.28,10700.43,3.3145,-0.7113,-1.00%,10.81,,
2857,-0.02,-,-,4.1,2.59,-,3174.53万,63.8,-66.77,-297.56万,-,-,0,-,-17.91,12800,12800,0.9068,1.9396,-0.57%,17.99,,
2858,0.06,164.94,326.75,4.54,0.41,-,9246.91万,71.3,-18.58,1026.02万,166.88,126.94,0,-,169.25,15993.58,14006.86,2.9495,0.4795,1.41%,16.15,,
2859,0.07,-12.5,-,6.48,18.8,-,3.08亿,-6.05,-0.16,3150.98万,-1.71,95.84,0,-,16.94,43281.57,39951.91,2.2456,2.7836,1.12%,27.29,,
2860,0.15,-16.34,-,4.65,-24.97,-,5.75亿,99.47,-17.66,4506.52万,19.71,316.59,0,-,39.84,30672.65,22813.25,1.3894,2.2881,3.16%,12.84,,
2861,-0.12,-,203.23,5.78,-11.83,-,1.21亿,-34.08,-12.07,-1913.20万,-,-,0,-,-6.1,15555.07,10968.15,2.5936,1.7986,-2.13%,12.56,,
2862,0.03,57.14,192.65,3.96,-7.7,-,5362.36万,-27.17,10.96,300.08万,55.77,106.39,0,-,172.11,12000,9017.71,2.2317,0.6459,0.63%,16.18,,
2863,0.05,25,-,4.24,7.8,-,9.32亿,6.59,-19.75,2490.22万,40.09,-52.5,0,-,25.47,49886.38,49886.38,1.594,1.4818,1.18%,6.29,,
2864,0.24,4.35,-,12.22,22.97,-,2.26亿,13.48,-19.66,2156.16万,7.37,-7.04,0,-,-14.88,9692.82,6463.24,5.4802,5.3071,1.82%,42.06,,
2865,1.79,1093.33,-,10.09,30.58,-,39.67亿,94.84,-4.79,3.54亿,1535.94,15.46,0,-,8.43,22657.71,19396.64,0.8835,8.2076,24.67%,85.67,,
2866,0.09,-43.75,-,7.19,4.79,-,3.64亿,-22.95,-24.13,2579.92万,-42.61,15.56,0,-,23.49,28952.23,18059.28,3.5801,2.3886,1.24%,19.75,,
2867,0.34,25.93,-,5.85,6.74,-,41.22亿,49.65,88.94,3.65亿,26.06,128.33,0,-,-19.8,109592.63,108357.77,1.2112,3.5787,5.70%,14.8,,
2868,-0.07,-,305.71,3.77,-17.38,-,1.00亿,59.83,4.6,-1014.54万,-,-,0,-,199.66,15541.58,15193.74,2.1907,0.4169,-1.73%,24.64,,
2869,-0.08,-,-,11.44,-8.6,-,8252.97万,-1.24,-39.67,-1353.53万,-,-,0,-,-39.29,17955.63,15401.8,3.6985,6.6362,-0.66%,22.27,,
2870,0.27,12.5,-,12,52.68,-,12.15亿,11.06,-14.6,3543.73万,35.72,8094.69,0,-,-7.32,13207.56,11028.66,8.111,2.4547,2.24%,37.65,,
2871,0.19,216.67,-,4.54,13.27,-,1.19亿,24.76,-11.98,3125.48万,233.02,93.09,0,-,-6.84,21954.03,11846.26,1.1048,2.0688,4.08%,10.78,,
2872,-0.05,-,366.82,6.82,-3.97,-,1.57亿,16.29,-22.17,-1589.18万,-,-,0,-,-19.28,31800,21484.27,4.405,0.9579,-0.73%,5.02,,
2873,0.11,-42.08,-,4.98,-12.45,-,2.09亿,-16.24,-4.43,2509.23万,-18.74,123.75,0,-,2.25,23180.82,22423.38,0.8115,2.2735,2.17%,12.64,,
2875,-0.03,-,372.5,4.25,-20.01,-,2.19亿,-21.59,-16.87,-694.40万,-,-,0,-,34.89,21297.37,17298.57,2.9744,0.0959,-0.77%,11.74,,
2876,0.07,-82.05,-,13.45,4.51,-,4.26亿,-22.92,-16.8,1222.26万,-81.94,-36.98,0,-,-28.63,17388.49,14875.79,6.2634,5.6836,0.52%,30.94,,
2877,0.04,32.26,-,2.75,9.06,-,1.75亿,13.25,-28.23,1369.38万,34.27,-61.47,0,-,-4.3,33257.54,20846.56,0.0406,1.3668,1.50%,9.55,,
2878,-0.04,-,-,4.53,-0.27,-,4.11亿,-58.01,-47.14,-845.18万,-,-,0,-,112.05,22317.08,19338.31,1.1205,1.9823,-0.84%,15.88,,
2879,0.03,-70,-,8.81,-3,-,1.89亿,-5.69,-41.01,506.45万,-71.56,-2.27,0,-,2.85,19310.76,13416.21,3.6812,4.2361,0.30%,14.91,,
2880,0.2,80.57,-,8.32,5.16,-,2.09亿,51.34,-18.71,4573.60万,80.54,2.38,0,-,48.39,22680,22680,2.5331,4.1322,2.42%,34.69,,
2881,0.07,-46.15,-,5.5,41.67,-,4.43亿,10.62,-12.47,1813.20万,-26.31,234.11,0,-,20.9,26116.7,16135.05,2.9687,1.6578,1.26%,25.63,,
2882,0.1,-1.4,-,4.75,7.39,-,7.11亿,-14.62,-20.42,4262.85万,-1.44,7.18,0,-,4.18,43290,24663.75,1.4399,2.0325,2.07%,14.9,,
2883,0.07,-22.22,-,4.18,-11.23,-,1.51亿,1.68,-37.06,1104.90万,-1.81,-11.64,0,-,3.91,15622.73,13539.71,0.8152,2.1497,1.69%,11.65,,
2884,0.22,-31.25,-,6.4,1.2,-,2.70亿,-40.75,-6.87,7723.91万,-33.2,-11.29,0,-,-1.15,35768.25,27270.79,1.9223,2.6339,3.38%,16.33,,
2885,0.31,436.36,-,7.36,61.79,-,7.81亿,72.16,-2.04,5566.04万,441.04,105.47,0,-,-2.52,27233.64,20737.86,3.4387,2.739,3.89%,17.21,,
2886,0.02,4.55,-,5.18,0.31,-,3.44亿,-0.72,-14.69,513.84万,0.92,177.63,0,-,52.05,22657.35,17176.56,2.3616,1.6497,0.44%,20.51,,
2887,0.11,19.31,-,7.65,7.03,-,6492.14万,-26.57,-49.91,3302.75万,14.76,5801.11,0,-,28.01,31200,16548.27,2.6795,3.4641,1.38%,8.64,,
2888,-0.01,-,185.5,2.66,-5.88,-,4542.45万,-11.54,-21.32,-108.66万,-,-,0,-,33.19,14961.17,7519.19,0.763,0.9367,-0.27%,16.36,,
2889,0.44,22.22,-,15.41,7.17,-,6.52亿,-5.66,48.62,5985.86万,21.93,2405.33,0,-,-9.19,19296.02,12537.92,3.5012,10.5304,2.81%,34.61,,
2890,0.06,43.43,-,6.29,2.78,-,1.22亿,10,39.32,601.07万,43.5,-11.67,0,-,-7.19,13067.32,12108.74,1.9123,2.9076,1.02%,14.01,,
2891,0.33,40.71,189.19,7.17,12.43,-,17.15亿,7.89,43.01,9616.87万,40.71,414.05,0,-,4.89,29411.4,29410.48,3.8919,2.1604,4.56%,24.13,,
2892,0.14,102.96,-,4.18,-25.94,-,2.97亿,0.82,1.61,4538.47万,184.59,134.12,0,-,10.64,44414.95,27551.69,1.9839,0.9991,3.44%,12.98,,
2893,0.84,18.31,1343.51,4.11,7.34,-,6.53亿,3.25,65.92,1.70亿,18.2,1573.71,0,-,104.2,20280,20150.28,0.6948,2.3006,20.37%,10.95,,
2895,0.32,50.26,-,9.09,22.69,-,9.98亿,64.07,0.66,1.58亿,52.11,-6.03,0,-,-16.3,50178.07,49608.82,3.6922,3.8086,3.47%,18.46,,
2896,0.1,-41.18,-,7.04,-6.2,-,2.19亿,6.89,-4.24,1507.52万,-13.36,-36.53,0,-,-12.41,15117.13,15117.13,3.4689,2.2767,1.42%,35.39,,
2897,0.09,-65.38,-,9.73,16.1,-,9.37亿,-10.42,-13.14,1558.64万,-65.3,54,0,-,-1.76,17067.2,15800.04,3.0197,5.5338,0.94%,34.71,,
2898,0.02,149.32,203.88,3.01,-6.26,-,7942.78万,27.68,11.31,319.74万,149.63,108.2,0,-,57.39,17600,10098.51,1.639,0.2727,0.60%,18.62,,
2899,0.03,200,-,9.7,5.92,-,1.99亿,2.4,-22.76,335.54万,151.31,-90.7,0,-,-27.77,12000,12000,5.2103,3.0334,0.29%,16.06,,
2900,0.13,-,0,6.57,-0.97,-,3.42亿,33.29,28.37,3916.38万,3445.73,341.39,0,-,-0.57,31656.01,16521.15,3.2939,1.9264,1.88%,13.59,,
2901,0.14,-48.15,-,7.39,-1.37,-,3.91亿,-9.21,96.43,5820.93万,-47.81,148.44,0,-,29.07,41401.95,35058.03,2.6613,3.0807,1.90%,38.04,,
2902,0.03,-72.83,-,5.19,5.62,-,5.29亿,1.65,-12.15,567.52万,-72.7,-54.19,0,-,-14.16,21152,14948.92,2.2438,1.7395,0.52%,24.34,,
2903,0.13,-23.53,-,5.15,4.2,-,9242.42万,-25.64,77.06,1964.60万,-24.94,677.4,0,-,-16.59,15223.5,9937.12,1.7713,1.9952,2.51%,20.87,,
2905,0.05,145.45,507.69,0.43,-65.49,-,3.81亿,4.06,174.15,2043.52万,149.09,120.75,0,-,199.17,37632,34944,1.534,-2.4792,12.51%,10.27,,
2906,0.16,6.67,-,8.98,8.07,-,13.15亿,9.63,-19.27,7753.11万,12.1,-31.62,0,-,-1,47730.58,47704.72,2.0431,5.5612,1.81%,33.52,,
2907,0.07,-1.5,-,3.92,21.61,-,1.88亿,-7.61,-16.09,3010.05万,2.55,17.79,0,-,1.8,41759.63,30222.53,1.0825,1.6286,1.84%,17.19,,
2908,0.05,3.41,-,3.71,-22.93,-,1.72亿,9.66,-41.07,1554.63万,55.7,-69.6,0,-,-3.13,43143.21,30864.47,1.3187,1.2549,1.36%,10.58,,
2909,0,33.33,-,2.3,2.63,-,2.57亿,-23.28,-23.53,76.25万,37.41,-76.69,0,-,6.02,37275.25,36154.62,0.6475,0.5146,0.09%,7.76,,
2910,0.03,-40,-,6.95,-2.26,-,2.50亿,2.59,-8.37,632.69万,-44.1,-79.33,0,-,36.61,19553.93,17106.2,2.7746,2.9785,0.46%,10.83,,
2911,0.08,2,-,5.87,22.18,-,44.80亿,35.69,-17.27,7789.11万,4.01,-69.16,0,-,-35.11,95465.88,95282.91,0.4559,1.9852,1.39%,12.01,,
2912,0.35,209.37,983.33,9.41,0.21,-,2.15亿,143.25,23.86,5904.39万,207.92,378.42,0,-,61.78,17075.2,16222.2,2.9837,5.3471,3.65%,27.63,,
2913,0.41,-56.38,-,12.35,-45.89,-,10.06亿,-4.86,-16.39,1.31亿,-12.06,221.74,0,-,-7,31736.05,26592.13,6.2485,4.5463,3.35%,31.7,,
2915,0.08,-53.59,-,5.37,-23.09,-,2.92亿,-26.08,-31.43,2740.00万,-34.9,-56.11,0,-,-14.36,32795.76,28856.44,2.848,1.4175,1.56%,12.74,,
2916,0.4,-42.86,-,24.36,9.27,-,27.85亿,-16.01,-20.6,2.06亿,-40.66,-54.93,0,-,-3.86,51287.75,50959.05,12.0683,10.7232,1.65%,69.53,,
2917,0.02,3120,-,4.15,-0.88,-,2.45亿,16.58,-17.61,524.58万,3276.2,124.27,0,-,0.34,34761.42,26191.58,2.2864,0.7837,0.36%,9.63,,
2918,0.02,111.11,4800,7.85,-12,-,11.01亿,3.55,-28.23,690.06万,109.35,158.3,0,-,0,41517.93,21946.18,3.2961,2.9676,0.21%,14.79,,
2919,0.2,1900,-80.77,4.52,-27.26,-,4.07亿,172.98,6.38,3410.42万,1981.81,-21.98,0,-,-27.46,22217.01,21989.95,1.6046,1.8023,4.41%,29.04,,
2920,0.6,5.26,-,12.34,20.35,-,39.83亿,26.8,-17.39,3.31亿,3.95,-32.76,0,-,-2.12,55519.8,54985,4.5484,6.5089,4.83%,125,,
2921,-0.02,-,-,9.31,-6.47,-,3.19亿,-3.53,11.24,-172.32万,-,-,0,-,-4.42,13086.8,11100.34,6.0396,1.8166,-0.14%,16.13,,
2922,0.06,-50,-,5.99,7.35,-,6.39亿,0.49,-16.43,1902.92万,-45.55,-60.6,0,-,-7.63,30197.03,27846.51,2.9096,1.7309,1.05%,14.09,,
2923,0.17,-19.05,-,5.17,-16.57,-,3.59亿,11.35,-5.5,4043.21万,6.05,-24.92,0,-,-16.18,33489.33,25744.62,1.1658,2.5308,3.27%,13.35,,
2925,0.1,-50,-,6.83,-4.93,-,8.71亿,-32.54,-10.71,8016.74万,-48.42,-48.94,0,-,-13.18,78252.38,73585.08,2.2011,3.4713,1.50%,17.63,,
2926,0.15,350,-,8.71,3.42,-,11.27亿,156.55,34.27,4.02亿,336.7,540.23,0,-,440.41,262500,262500,3.0911,3.0195,1.76%,7.92,,
2927,0.06,0,-,4.41,5.05,-,2.16亿,1.32,-4.88,1446.38万,8,242.22,0,-,-19.15,22319.67,22063.67,1.5956,1.6627,1.47%,13.57,,
2928,-0.22,-,504.91,2.95,-5.33,-,10.45亿,73.64,70.11,-2.76亿,-,-,0,-,-,127824.16,122389.37,2.5782,-0.7189,-7.31%,7.08,,
2929,0.6,33.33,-,19.4,12.49,-,22.93亿,34.67,10.81,1.40亿,36.14,130.54,0,-,-0.6,24359.2,17205.4,7.6574,9.0039,3.09%,40.64,,
2930,0.15,25,-,5.43,0.72,-,3.76亿,39.47,15.34,6881.44万,26.99,75.61,0,-,16.47,45407.92,43093.63,1.9515,2.015,2.80%,21.62,,
2931,0,-100,-,3.6,4.19,-,1.12亿,-36.32,-7.6,84.80万,-94.89,-88.2,0,-,-14.16,19918.98,18069.35,0.6585,1.5567,0.12%,13.8,,
2932,0.49,-96.37,-,42.17,5.66,-,3.72亿,-85.03,-87.83,7545.07万,-94.57,-79.61,0,-,-27.84,23252.1,15389.07,5.7081,31.6749,1.15%,23.29,,
2933,-0.1,-,286.36,12.25,-1.92,-,4410.43万,-42.56,-4.2,-1190.23万,-,-,0,-,-31.7,11735,11338.55,5.1475,5.3381,-0.83%,28.2,,
2935,-0.04,-,-,5.44,-19.29,-,1.25亿,77.15,-80.87,-1085.43万,-,-,0,-,-4.29,35744.68,33828.64,1.6296,2.6338,-0.73%,18.19,,
2936,0.14,0,-,5.08,2.01,3.04,33.18亿,-3.01,-1.77,11.88亿,1.86,221.09,0,-,199.78,909209.14,669310.76,0.8241,1.9123,2.29%,2.09,,
2937,0.17,54.55,-,4.39,19.55,-,4.80亿,35.25,-4.35,5179.60万,52.28,-31.2,0,-,-15.1,29777.02,29056.42,1.2373,2.0078,3.96%,20.9,,
2938,0.18,-30.77,-,12.23,16.36,-,66.67亿,-5.79,-41.62,4.19亿,-29.45,-76.05,0,-,-23.33,232043.78,227809.5,5.4747,5.2971,1.47%,20.88,,
2939,0.11,540,-,6.94,10.51,-,11.20亿,79.55,174.83,4.51亿,675.92,35.87,0,-,-36.25,403442.7,348762.3,3.9268,1.1332,1.61%,8.29,,
2940,0.34,-17.07,-,11.17,-22.26,-,4.25亿,25.52,-15.99,4707.02万,20.43,147.47,0,-,-12.89,20172.82,18527.55,5.6405,4.0737,3.03%,20.02,,
2941,0.01,0,-,4.74,10.46,-,3.99亿,-24.95,-86.85,692.66万,78.76,-94.66,0,-,-63.59,64508.05,63923.83,1.1337,2.036,0.23%,15.18,,
2942,0.07,-69.57,-,7.59,0.78,-,2.75亿,-11.16,19.62,1079.24万,-70.41,159.08,0,-,35.19,15600,13732.39,2.0547,3.7371,0.91%,17.68,,
